	juridisch/adj	verblijf_status/noun	regel/noun	alleen/adj	algemeen/adj	biljet/noun	stem/noun	dit/det	rechtbank/noun	nog/adv	onbeperkt/adj	toelating/noun	vergunning/noun	adres/noun	werk_vergunning/noun	altijd/adv	aanbieding/noun	reservatie/noun	frank/noun	identiteitsbewijs/noun	handtekening/noun	document/noun	aanbesteding/noun	die/det	licentie/noun	reis_pas/noun	vonnis/noun	eind_uitslag/noun	exploitatie_vergunning/noun	typering/noun	argument/noun	slechts/adv	euro/noun	en/vg	door/adj	verzoek/noun	ticket/noun	huur_contract/noun	uitslag/noun	boord_document/noun	kaart/noun	gezien/adj	ze/pron	voorwaarde/noun	niet/adv	wijze/noun	rijbewijs/noun	abonnement/noun	wet/noun	arbeid_vergunning/noun	tarief/noun	bon/noun	strip_kaart/noun	jaar/noun	betaal_middel/noun	enkel/adj	universeel/adj	advies/noun	trein_kaart_DIM/noun	wagen/noun	wil_beschikking/noun	stem_biljet/noun	reden/noun	lid_kaart/noun	treffer/noun	papier/noun	excuus/noun	paspoort/noun	onverminderd/adj	vervoer_bewijs/noun	poging/noun	besluit/noun	kandidatuur/noun	verzekering/noun	alternatief/noun	bouw_aanvraag/noun	gewoon/adj	verblijfsvergunning/noun	huwelijk/noun	ten/adv	verklaring/noun	bekentenis/noun	principe/noun	accoord/noun	arrangement/noun	status/noun	offerte/noun	referendum/noun	alibi/noun	conventie/noun	dagvaarding/noun	enquête/noun	lang/adj	visum/noun	uitkomst/noun	rede/noun	Habibie/name	goedkeuring/noun	bod/noun	diploma/noun	gemeente/noun	wereldwijd/adj	doelpunt/noun	overeenkomst/noun	toestemming/noun	patent/noun	goal/noun
poging/noun	0.80018973	0.95625603	0.88865066	0.8727213	0.9083449	0.90170646	0.88408226	0.8802532	0.7733411	0.8858872	0.8894628	0.8831264	0.92523617	0.9180593	0.92233074	0.8697898	0.9130316	0.98042685	0.96352285	0.9022863	0.91192925	0.8635006	0.86829805	0.8368783	0.9338724	0.94126153	0.8152778	0.9274169	0.9445957	0.8900178	0.8178153	0.88973504	0.9656381	0.77645665	0.8943761	0.8262909	0.952232	0.94965744	0.91448	0.8999496	0.9287797	0.88495517	0.8287905	0.88293695	0.87052894	0.76778835	0.9259508	0.94054705	0.84962654	0.9456549	0.9360782	0.9375877	0.94727147	0.885225	0.9418426	0.8380534	0.8452348	0.9146813	0.9578015	0.873402	0.9401022	0.91205937	0.8700719	0.9680801	0.85398126	0.9185684	0.8202989	0.86520016	0.8302775	0.96144223	0.0	0.8145263	0.8358529	0.8980905	0.88659424	0.94720185	0.9292536	0.9006855	0.820114	0.83534914	0.8339144	0.7585143	0.8729087	0.83621836	0.9150303	0.8648609	0.9337016	0.81316644	0.8449011	0.830829	0.84578	0.8995388	0.91756386	0.8660283	0.8706461	0.7989344	0.8115776	0.88039726	0.8410201	0.9379605	0.9210049	0.8492651	0.86217475	0.8766714	0.88050437	0.8634506	0.8726042
besluit/noun	0.6799109	0.8794322	0.72815394	0.82103187	0.77672684	0.8862382	0.87560123	0.7752835	0.74080324	0.8667738	0.85192806	0.71836376	0.7144	0.9087855	0.86870944	0.8849059	0.88077646	0.93827456	0.9497255	0.9009002	0.8360322	0.7692007	0.7302693	0.78159165	0.81479573	0.9119371	0.49212247	0.81680727	0.8315719	0.8811905	0.67880464	0.88821656	0.9308873	0.88320833	0.91481054	0.59833694	0.9470079	0.8225697	0.7151151	0.9510424	0.9240847	0.8335125	0.8485374	0.70318055	0.8168975	0.78645384	0.88541853	0.90746355	0.6153686	0.8982917	0.82325906	0.90116346	0.93432087	0.8909482	0.879353	0.77331436	0.8544272	0.6261381	0.927137	0.95893615	0.8636967	0.8583245	0.768579	0.91755974	0.8747026	0.9113843	0.81605077	0.86713773	0.84178454	0.91998297	0.8145263	0.0	0.6161895	0.8620912	0.8436372	0.7538701	0.9366348	0.83037144	0.81570935	0.7884367	0.70992076	0.7986685	0.7371694	0.56669635	0.9070756	0.8128619	0.8341372	0.63092816	0.8671742	0.72712946	0.7597824	0.82121676	0.9232688	0.8334805	0.6510315	0.7229473	0.7725926	0.5713526	0.7415881	0.9236983	0.78749	0.86973	0.9009811	0.6628757	0.72173667	0.8146917	0.90414596
kandidatuur/noun	0.7819456	0.8998623	0.86299866	0.83671975	0.7963188	0.8973265	0.7873275	0.83307076	0.841148	0.87041414	0.88373744	0.76841795	0.8250636	0.8601612	0.86992157	0.86884964	0.8636366	0.9235909	0.9459053	0.90295976	0.7934691	0.819979	0.8042432	0.81379414	0.74951196	0.93889815	0.74205446	0.8365145	0.87208366	0.8923887	0.7657149	0.86188716	0.9391174	0.8594919	0.8917111	0.66450405	0.8713465	0.85824084	0.784837	0.95118505	0.9190988	0.8755424	0.8409018	0.79802763	0.8571277	0.833179	0.88815475	0.88461685	0.811787	0.89040637	0.88875103	0.8739748	0.9402231	0.8939648	0.9000895	0.7819197	0.8636849	0.7457064	0.9221912	0.9654279	0.9064985	0.8031821	0.8542307	0.90956974	0.908791	0.89351666	0.8176022	0.8667069	0.84588486	0.9148212	0.8358529	0.6161895	0.0	0.87188315	0.8351604	0.78475654	0.9384757	0.82691026	0.8384507	0.82049257	0.78046006	0.8109757	0.78735155	0.7378493	0.91262525	0.7983111	0.8084346	0.65893084	0.8663579	0.7509341	0.8249072	0.8345578	0.9174003	0.84141743	0.7876373	0.77133447	0.73719203	0.7137443	0.68641114	0.8034152	0.81561905	0.8773039	0.9278858	0.78650033	0.83123183	0.85697705	0.91663367
verzekering/noun	0.7367483	0.853133	0.7772692	0.7760538	0.8044907	0.79755265	0.93340456	0.8704345	0.85103667	0.8882405	0.7397126	0.7884085	0.7284689	0.8256785	0.7895613	0.89968336	0.78670174	0.85659516	0.73848057	0.8283317	0.8479247	0.79762375	0.76719725	0.8070808	0.7394917	0.78541535	0.8820098	0.93005717	0.83466357	0.9146409	0.83981925	0.83597994	0.7260915	0.7574049	0.87755746	0.7943816	0.79255986	0.74246323	0.93060446	0.8526598	0.859237	0.84351975	0.8498069	0.6753855	0.85521555	0.86507386	0.7582379	0.6551403	0.78074205	0.81243145	0.63329244	0.79463446	0.85090107	0.88420314	0.83206344	0.7407519	0.84330285	0.75926644	0.7808229	0.8280521	0.87612987	0.85925806	0.8635494	0.83458626	0.953471	0.81468666	0.85551935	0.78993744	0.859077	0.81121266	0.8980905	0.8620912	0.87188315	0.0	0.80062926	0.8401583	0.83414406	0.7779648	0.8531629	0.8124165	0.8323798	0.8733676	0.7733789	0.75030935	0.8272912	0.8419188	0.7595757	0.8582854	0.8738234	0.84165967	0.85577095	0.8518563	0.91099447	0.79428464	0.8669149	0.82120436	0.91288555	0.7948433	0.8354313	0.8064647	0.6729676	0.8127726	0.9578479	0.7048695	0.80482316	0.84439176	0.948319
alternatief/noun	0.79766566	0.9137503	0.8334386	0.7687926	0.8634482	0.8725377	0.8816416	0.8632504	0.93239444	0.8310335	0.81402767	0.8410649	0.8544925	0.8582555	0.91425955	0.82177484	0.79357326	0.93186593	0.92282563	0.90406644	0.88701516	0.84510225	0.83387226	0.83859205	0.854043	0.91476053	0.90140367	0.9336746	0.9004026	0.86614186	0.7137223	0.86055696	0.92033434	0.76270753	0.86522824	0.8545019	0.89007366	0.8697122	0.92799246	0.9366581	0.8872985	0.79040015	0.8605664	0.7626187	0.8297306	0.7283535	0.8973399	0.80933505	0.848181	0.9369342	0.79005355	0.8636681	0.8726233	0.93067414	0.8156716	0.77884954	0.80471593	0.82249147	0.8788279	0.8886787	0.91939336	0.87585324	0.8178897	0.9196536	0.939043	0.8421836	0.79256475	0.8891976	0.8524381	0.86061716	0.88659424	0.8436372	0.8351604	0.80062926	0.0	0.88268477	0.81654507	0.88872916	0.8929461	0.84593296	0.8086678	0.90380734	0.7494099	0.82927704	0.808999	0.8760726	0.8320809	0.8272441	0.8146005	0.84944105	0.9118565	0.87662506	0.8720839	0.89311236	0.79534394	0.81580055	0.89030915	0.88079315	0.80777544	0.86871016	0.83098215	0.8274187	0.953967	0.8500812	0.90018487	0.84402084	0.94136995
bouw_aanvraag/noun	0.7631511	0.8708172	0.82293355	0.8890839	0.87729955	0.8689776	0.9285208	0.8616973	0.79987955	0.8711621	0.91599685	0.7461387	0.6212208	0.87077796	0.8252084	0.92456824	0.88073355	0.93834925	0.9280833	0.8992065	0.8243201	0.8178882	0.7027949	0.83819306	0.79442734	0.8185946	0.77416146	0.90191025	0.68890214	0.9392349	0.88867396	0.887936	0.91903454	0.88385135	0.93702364	0.7420376	0.9196231	0.8036696	0.85681146	0.9414392	0.90386075	0.90251166	0.894967	0.7752279	0.8974175	0.8839367	0.8802645	0.8747449	0.79079294	0.84487545	0.8333676	0.8970135	0.91795015	0.8802643	0.90972084	0.8203991	0.9201029	0.69564635	0.9094068	0.9290585	0.8845769	0.8362606	0.89786005	0.8962885	0.8956201	0.8660933	0.9142398	0.8596348	0.90845966	0.8903049	0.94720185	0.7538701	0.78475654	0.8401583	0.88268477	0.0	0.933887	0.78480196	0.8896744	0.85881156	0.8558643	0.9119067	0.8374538	0.7787687	0.90392846	0.91698164	0.71605897	0.8056124	0.9217003	0.8526024	0.798247	0.8716709	0.9134493	0.80756414	0.85466695	0.88395643	0.9002134	0.7294536	0.7674705	0.9086063	0.68707055	0.9284377	0.9008056	0.7748651	0.8173769	0.86274654	0.9046405
gewoon/adj	0.89147556	0.92910284	0.8771077	0.6893127	0.9147032	0.81657445	0.8740177	0.8420104	0.9424644	0.7727845	0.7766582	0.8920475	0.903485	0.8384571	0.91052604	0.6307305	0.79087365	0.9102316	0.89100486	0.8848067	0.88655466	0.88761705	0.90949535	0.69293857	0.8977838	0.91561484	0.9208814	0.91190743	0.96177936	0.86981815	0.87107295	0.87337804	0.900741	0.6748259	0.7847666	0.8983532	0.8537041	0.90430737	0.92005336	0.9045046	0.8380985	0.81421566	0.55327207	0.91859144	0.68453395	0.85379153	0.8847722	0.80443144	0.90244037	0.9359599	0.8577982	0.7774415	0.82993066	0.91306585	0.8665707	0.75836277	0.8598552	0.9039466	0.84959954	0.83893406	0.926635	0.85833323	0.89890254	0.8891143	0.9480342	0.7972772	0.86145186	0.8447369	0.83582747	0.87287545	0.9292536	0.9366348	0.9384757	0.83414406	0.81654507	0.933887	0.0	0.90188617	0.89785206	0.8813893	0.93115157	0.9054385	0.818282	0.9417954	0.8467866	0.91053724	0.8897306	0.9247752	0.8570422	0.9033911	0.87362874	0.9169154	0.79063296	0.88657767	0.9001624	0.8581277	0.93229014	0.938028	0.9217361	0.85065883	0.9025862	0.88718414	0.93795675	0.9216704	0.9153875	0.8858975	0.90161055
verblijfsvergunning/noun	0.76971865	0.48753124	0.8187573	0.82206553	0.879743	0.81583095	0.9171354	0.8968819	0.81701165	0.8597435	0.78794307	0.6594627	0.5518348	0.81919956	0.46416557	0.8905399	0.8477652	0.9182338	0.8998241	0.72245485	0.78393996	0.74293196	0.82479125	0.8201442	0.63955075	0.6869967	0.8341508	0.9003072	0.70377	0.9234995	0.867815	0.828068	0.8927192	0.85561	0.90663034	0.74798447	0.80079734	0.7671541	0.8872381	0.8628359	0.8589253	0.90276045	0.8197632	0.7388304	0.8446056	0.8680473	0.6586237	0.78057957	0.77812606	0.59990346	0.83754814	0.8293859	0.8806702	0.87174296	0.87270564	0.7966421	0.8770213	0.8051286	0.8387613	0.931193	0.8859009	0.8211586	0.86557394	0.8275479	0.9192457	0.7523579	0.85146356	0.58267164	0.8792442	0.82560384	0.9006855	0.83037144	0.82691026	0.7779648	0.88872916	0.78480196	0.90188617	0.0	0.8267962	0.83125424	0.8459909	0.85509807	0.80020374	0.7931577	0.90622723	0.7275021	0.81860036	0.8153729	0.80763066	0.8491754	0.81101567	0.87764335	0.88332397	0.46732146	0.88290834	0.8529625	0.8915295	0.7431022	0.8535462	0.75364614	0.76835763	0.9048889	0.9155518	0.8033622	0.7565731	0.7999772	0.9070179
huwelijk/noun	0.81066674	0.9065055	0.86513495	0.8355438	0.8732147	0.90279454	0.91739637	0.85637957	0.86455554	0.8989172	0.8703246	0.8348437	0.87942576	0.9132629	0.85724956	0.8689304	0.89945126	0.92423666	0.9568247	0.8952486	0.87543917	0.8832127	0.8567954	0.81894976	0.8934675	0.9176113	0.81865054	0.9382763	0.92832756	0.9160419	0.8822603	0.88582957	0.9559085	0.797733	0.8807469	0.8433339	0.9351624	0.8514247	0.9119173	0.9520074	0.9544448	0.86669874	0.8316567	0.85010666	0.89086425	0.82843417	0.9181919	0.89447343	0.78955245	0.92339313	0.9174062	0.92274183	0.9375913	0.83263457	0.89723766	0.84007025	0.8394499	0.895141	0.9377883	0.96078193	0.8966827	0.8976692	0.83950174	0.93532056	0.90567666	0.9205011	0.85256255	0.858695	0.86091506	0.95536906	0.820114	0.81570935	0.8384507	0.8531629	0.8929461	0.8896744	0.89785206	0.8267962	0.0	0.8690496	0.8734078	0.84473085	0.8222102	0.8174894	0.8981718	0.83227235	0.8972738	0.7860296	0.8745722	0.8339685	0.8879084	0.8963062	0.8683391	0.8264291	0.88988113	0.7971854	0.8590029	0.8222942	0.84126115	0.87473226	0.8802124	0.88438743	0.9134323	0.7971373	0.7979945	0.8923016	0.9079932
ten/adv	0.7502097	0.8834037	0.83089066	0.7519044	0.81965804	0.8614164	0.89175737	0.7280017	0.77424777	0.8191129	0.79837734	0.8167661	0.82611144	0.88099635	0.85670525	0.8438644	0.8741611	0.92508256	0.83332056	0.8746366	0.8852952	0.80756664	0.8373899	0.7113699	0.86511517	0.8969942	0.76172644	0.8895002	0.90517837	0.8852821	0.7899051	0.7182675	0.81968045	0.8030515	0.86493075	0.81939304	0.90809375	0.87797976	0.85473186	0.93818724	0.90763986	0.88132703	0.77452075	0.8013134	0.7660447	0.7777953	0.8855087	0.85881793	0.7877042	0.9001187	0.7942028	0.8632328	0.9292959	0.8307024	0.9184762	0.7170139	0.80626285	0.8571144	0.911253	0.9069278	0.8873775	0.86334515	0.88923764	0.91741514	0.89142823	0.87393475	0.85635954	0.8381216	0.8178691	0.89298385	0.83534914	0.7884367	0.82049257	0.8124165	0.84593296	0.85881156	0.8813893	0.83125424	0.8690496	0.0	0.8095617	0.81864476	0.77938265	0.81911135	0.8912738	0.7951449	0.87016684	0.82000816	0.8428965	0.8290812	0.82147264	0.82256585	0.871187	0.8544327	0.79121804	0.81712556	0.8453294	0.8335182	0.8255964	0.8543277	0.79392827	0.77515626	0.9108094	0.8277851	0.8771006	0.8489617	0.9082391
verklaring/noun	0.76888674	0.913763	0.7967273	0.83208346	0.81273466	0.8364357	0.8821775	0.82227945	0.77364665	0.8752416	0.8534049	0.81162256	0.8376729	0.81183213	0.85278904	0.8485704	0.89064586	0.9706835	0.9561471	0.83923745	0.8104951	0.6226417	0.8640336	0.79642254	0.8705358	0.9105501	0.6938744	0.88842803	0.8965438	0.81369954	0.6682942	0.84475845	0.9372603	0.8409691	0.8987752	0.69868207	0.9405036	0.82832134	0.8213608	0.91436887	0.90568805	0.825474	0.84092695	0.81850386	0.8392446	0.77682877	0.8504644	0.9093898	0.7880255	0.88379854	0.8342186	0.8572541	0.9197704	0.92761797	0.8483821	0.79304516	0.8027857	0.7293298	0.9312731	0.9405993	0.8242434	0.8572351	0.7116191	0.90244204	0.92235494	0.8321622	0.6520385	0.81810546	0.8429719	0.90740055	0.8339144	0.70992076	0.78046006	0.8323798	0.8086678	0.8558643	0.93115157	0.8459909	0.8734078	0.8095617	0.0	0.5767138	0.8021361	0.767782	0.8693803	0.8182029	0.8148322	0.84585464	0.7418298	0.7790613	0.7740621	0.75710696	0.923191	0.81485486	0.7258062	0.71893144	0.82641566	0.77545273	0.8203868	0.8799355	0.8678719	0.85828847	0.9354365	0.74104387	0.7808981	0.8458406	0.92946446
bekentenis/noun	0.7984149	0.9141048	0.8784816	0.852677	0.8905829	0.87100875	0.9050311	0.8384563	0.69354403	0.89188164	0.8733778	0.84915	0.88432217	0.83421826	0.8828794	0.85432434	0.8824406	0.9664653	0.9446729	0.8635141	0.86304575	0.723593	0.8740648	0.81356984	0.8731031	0.9268459	0.70755553	0.88051975	0.91334254	0.8750604	0.77934533	0.87741363	0.95533305	0.8074574	0.87596726	0.7810885	0.93871146	0.8891652	0.8520198	0.8908537	0.906552	0.8822833	0.7961258	0.8674469	0.8521577	0.7664382	0.8469141	0.91367114	0.84512967	0.9082053	0.9035044	0.8916476	0.929505	0.9120784	0.92628306	0.80941826	0.8473189	0.861668	0.92594045	0.90208834	0.8886275	0.8856236	0.86969525	0.9065404	0.92323536	0.85806483	0.7524981	0.8228121	0.8773047	0.93571544	0.7585143	0.7986685	0.8109757	0.8733676	0.90380734	0.9119067	0.9054385	0.85509807	0.84473085	0.81864476	0.5767138	0.0	0.8711786	0.8335143	0.8744396	0.8573727	0.88271713	0.8784867	0.7696353	0.85991704	0.7367033	0.8340224	0.91431	0.86385787	0.8010783	0.7966181	0.85111296	0.8372602	0.8395698	0.90652466	0.91392803	0.9008101	0.9389775	0.8113868	0.8300035	0.8629463	0.92393637
principe/noun	0.7006728	0.8728658	0.530593	0.6751781	0.7106528	0.85757524	0.8627198	0.80218536	0.8255798	0.8538193	0.7198361	0.7612633	0.7810484	0.87129384	0.8492714	0.7762413	0.8682457	0.9037848	0.9057363	0.8558452	0.86242163	0.8182304	0.7825579	0.69974136	0.81372356	0.8773652	0.7878865	0.8941203	0.87255913	0.853655	0.6607231	0.81653637	0.89516157	0.7515716	0.85764664	0.7700631	0.89020026	0.834196	0.8785995	0.9611933	0.8938633	0.7543797	0.8013875	0.6063593	0.727952	0.7281203	0.8801937	0.8238719	0.54324734	0.8821458	0.73290354	0.87032455	0.888388	0.9015925	0.8431624	0.6891766	0.6248175	0.75058544	0.89488447	0.9205649	0.8422039	0.864849	0.8183565	0.88161486	0.934723	0.8485594	0.86524236	0.857275	0.80460453	0.8867117	0.8729087	0.7371694	0.78735155	0.7733789	0.7494099	0.8374538	0.818282	0.80020374	0.8222102	0.77938265	0.8021361	0.8711786	0.0	0.7139368	0.85459554	0.775534	0.8254553	0.7405796	0.82793725	0.67514646	0.85551834	0.8760107	0.8880315	0.84471434	0.8035436	0.76985604	0.8443316	0.78292704	0.861446	0.8286577	0.75331515	0.79381037	0.9370956	0.73636216	0.8203989	0.75827944	0.93715674
accoord/noun	0.7330137	0.86101913	0.72239214	0.84722626	0.7743541	0.88317084	0.8702046	0.826044	0.792063	0.8642056	0.8368478	0.72935045	0.7486217	0.9088281	0.82584167	0.9185668	0.86801755	0.927883	0.91244054	0.8739772	0.8048874	0.78365195	0.7508713	0.8082625	0.76743555	0.8864586	0.6958225	0.86501706	0.7893131	0.9345765	0.7874608	0.8533505	0.9033546	0.85764104	0.9195035	0.6902003	0.9167346	0.7147155	0.8407572	0.9400913	0.92454493	0.86863995	0.9017987	0.62878996	0.8706254	0.86108756	0.87141025	0.8550333	0.6283772	0.8561708	0.7736827	0.91330427	0.93102574	0.8806907	0.8974792	0.77820814	0.8611859	0.73893464	0.90938914	0.95159525	0.8397939	0.8812692	0.8251873	0.85861576	0.8978076	0.87336624	0.8626929	0.86414635	0.8399181	0.9171009	0.83621836	0.56669635	0.7378493	0.75030935	0.82927704	0.7787687	0.9417954	0.7931577	0.8174894	0.81911135	0.767782	0.8335143	0.7139368	0.0	0.8581496	0.80025244	0.82418823	0.6556159	0.87719434	0.6828661	0.78903854	0.86315536	0.9126138	0.8218318	0.78101194	0.80978775	0.81395674	0.57186604	0.7046993	0.90962666	0.77645314	0.8697642	0.91517437	0.3614058	0.722968	0.8033606	0.91884786
arrangement/noun	0.8639741	0.94523424	0.8298053	0.82022196	0.89272594	0.83128977	0.7793344	0.8265481	0.9685587	0.88100755	0.8211508	0.87977594	0.8860037	0.81395197	0.9119869	0.8058716	0.77126324	0.8328654	0.8575034	0.910662	0.880818	0.82840294	0.8701409	0.78332573	0.8935928	0.9195971	0.9070714	0.9232278	0.92547417	0.8241911	0.87747264	0.8620366	0.87607276	0.67061216	0.790817	0.89457864	0.78951013	0.88217837	0.89865977	0.92099285	0.8176267	0.83810276	0.8307044	0.86294496	0.88854873	0.7204871	0.91885936	0.77512914	0.87574404	0.93536174	0.8185976	0.8198174	0.87761724	0.90961504	0.8672046	0.81653905	0.80038214	0.86963856	0.8673371	0.91039145	0.9167307	0.8798237	0.9175803	0.8635645	0.9157035	0.83123916	0.8817464	0.88347805	0.86813396	0.8719709	0.9150303	0.9070756	0.91262525	0.8272912	0.808999	0.90392846	0.8467866	0.90622723	0.8981718	0.8912738	0.8693803	0.8744396	0.85459554	0.8581496	0.0	0.86457753	0.83668303	0.9090959	0.83385783	0.84380174	0.899961	0.8731363	0.89283633	0.876052	0.8673403	0.8589998	0.92947966	0.9111437	0.90508205	0.8890117	0.86198163	0.84899485	0.9251692	0.84577173	0.9359319	0.8546088	0.92472744
status/noun	0.7721026	0.74241877	0.79397154	0.7716225	0.82703435	0.8817892	0.85847616	0.8296322	0.8779581	0.8424545	0.80618596	0.76071817	0.7841546	0.8707589	0.78676623	0.82572126	0.85591996	0.92702156	0.93514425	0.8654041	0.8530897	0.8143966	0.8753309	0.77229476	0.7779669	0.89140946	0.8489392	0.882662	0.8783545	0.8772341	0.7918738	0.81066644	0.92196894	0.7815472	0.84839135	0.8328023	0.86248535	0.8578126	0.84398615	0.9559021	0.91246194	0.79116154	0.86267155	0.788073	0.8646809	0.76457983	0.87949806	0.8565136	0.77838534	0.85849416	0.82089406	0.867579	0.9252007	0.90910697	0.8478098	0.77077186	0.75461644	0.8304783	0.91843945	0.95147264	0.88009065	0.8598819	0.8624195	0.8909465	0.8792824	0.88055956	0.8533982	0.80081403	0.8077535	0.9268795	0.8648609	0.8128619	0.7983111	0.8419188	0.8760726	0.91698164	0.91053724	0.7275021	0.83227235	0.7951449	0.8182029	0.8573727	0.775534	0.80025244	0.86457753	0.0	0.88324404	0.8174925	0.8233993	0.7609587	0.9100865	0.8745403	0.9089426	0.7907318	0.8168868	0.8032251	0.8746387	0.80484295	0.8553871	0.7860713	0.84788567	0.8066497	0.90803075	0.79878664	0.8165827	0.7711377	0.9028064
offerte/noun	0.8307395	0.884564	0.8097908	0.81858087	0.85800016	0.8163341	0.8985536	0.86849856	0.884717	0.8706085	0.8394496	0.7865589	0.76849115	0.7617766	0.841012	0.87826693	0.7250813	0.902522	0.8333038	0.87093735	0.813537	0.7349788	0.6530619	0.7957174	0.7813122	0.8502337	0.87383854	0.9001092	0.82210374	0.90264696	0.86244357	0.8376756	0.83893275	0.8406352	0.9092949	0.75630957	0.8194512	0.8219688	0.87920046	0.8968016	0.8529326	0.8857222	0.84051967	0.76445067	0.863944	0.8540473	0.8656523	0.75790197	0.83859485	0.869718	0.7030615	0.7842172	0.87993526	0.905152	0.8660733	0.7897316	0.89757895	0.71256363	0.87094855	0.903405	0.8748883	0.80040026	0.8983528	0.8614039	0.9232443	0.7972137	0.8722503	0.82133317	0.8958924	0.84138376	0.9337016	0.8341372	0.8084346	0.7595757	0.8320809	0.71605897	0.8897306	0.81860036	0.8972738	0.87016684	0.8148322	0.88271713	0.8254553	0.82418823	0.83668303	0.88324404	0.0	0.8473237	0.8742149	0.89067936	0.79359436	0.82189244	0.93223715	0.81223243	0.8170744	0.8692721	0.8762648	0.80119175	0.74722385	0.8521758	0.73817754	0.87101114	0.92142725	0.77650744	0.8331369	0.8381018	0.90787536
referendum/noun	0.72521555	0.87541974	0.75996614	0.84533006	0.757902	0.8740611	0.7835255	0.8000792	0.83220536	0.8974601	0.8288468	0.7729483	0.7992872	0.9073462	0.8525022	0.895011	0.8905725	0.9116385	0.9401346	0.8705405	0.762542	0.85956126	0.7389684	0.7965976	0.8383913	0.88116556	0.7664387	0.8420946	0.85643804	0.91579306	0.74279183	0.86290157	0.91604686	0.89096797	0.91437584	0.76602817	0.9227053	0.8428682	0.7819905	0.92253184	0.93014824	0.87704736	0.88958925	0.7304611	0.87377083	0.8661732	0.87895435	0.87366825	0.6620501	0.8936608	0.8445127	0.90227795	0.8896699	0.8727213	0.84833103	0.8158091	0.85088944	0.775975	0.9047602	0.96337515	0.84526056	0.8063682	0.84433335	0.8931721	0.91057414	0.9026514	0.8544367	0.8476558	0.8137074	0.8820205	0.81316644	0.63092816	0.65893084	0.8582854	0.8272441	0.8056124	0.9247752	0.8153729	0.7860296	0.82000816	0.84585464	0.8784867	0.7405796	0.6556159	0.9090959	0.8174925	0.8473237	0.0	0.8743167	0.74550414	0.8426155	0.7532438	0.9153436	0.8210039	0.7738927	0.78378046	0.71933645	0.64767075	0.78129625	0.9120274	0.80069196	0.86266893	0.9175524	0.7636254	0.8359503	0.83515966	0.91162926
alibi/noun	0.80924106	0.90199006	0.8701608	0.805591	0.85464627	0.8535567	0.8745414	0.85167587	0.84319466	0.89445424	0.83523697	0.84221387	0.85961926	0.85766995	0.8183656	0.8118232	0.8840306	0.9227615	0.9226308	0.83887845	0.86916894	0.78791493	0.88778853	0.7886704	0.8699647	0.87424684	0.8611789	0.9363457	0.8955577	0.8672855	0.7385235	0.8547978	0.92898655	0.77306056	0.86395025	0.8351906	0.8909765	0.8883578	0.890329	0.905046	0.87821126	0.8513897	0.79102045	0.8666884	0.8358399	0.81311333	0.8637035	0.88039005	0.85186374	0.8665657	0.9027676	0.81707656	0.9134381	0.92650914	0.8858828	0.8007448	0.78144085	0.85340554	0.90277064	0.92144513	0.9148866	0.88383377	0.8353632	0.8938862	0.92273444	0.8388277	0.7192092	0.8227818	0.8572483	0.8699965	0.8449011	0.8671742	0.8663579	0.8738234	0.8146005	0.9217003	0.8570422	0.80763066	0.8745722	0.8428965	0.7418298	0.7696353	0.82793725	0.87719434	0.83385783	0.8233993	0.8742149	0.8743167	0.0	0.8280548	0.84275556	0.8646302	0.89467096	0.79991543	0.8429716	0.8347206	0.8790253	0.86580276	0.9075426	0.8795578	0.8782738	0.8736298	0.93220997	0.87468123	0.8620996	0.8678527	0.9230575
conventie/noun	0.7312511	0.91943914	0.5722846	0.798629	0.7469251	0.89572626	0.83332825	0.7902369	0.8361411	0.893522	0.84771633	0.8055256	0.8202198	0.9060679	0.9034441	0.84535587	0.88142353	0.9427667	0.9545885	0.8885637	0.853938	0.79219943	0.8302681	0.7352201	0.87018484	0.91342074	0.7600459	0.89363265	0.8814309	0.86696917	0.741	0.86579657	0.9575254	0.78123087	0.88161474	0.77358246	0.92295516	0.80411285	0.87833273	0.9519865	0.92678005	0.8072928	0.83906084	0.74025404	0.8401062	0.7730199	0.9184419	0.8868821	0.5621953	0.93675435	0.8155438	0.88255095	0.9207014	0.89079165	0.87602746	0.7609158	0.6870854	0.798697	0.93867296	0.9455945	0.85693836	0.8512622	0.8783633	0.9130368	0.9256419	0.87654006	0.8653356	0.8791246	0.82124835	0.93574566	0.830829	0.72712946	0.7509341	0.84165967	0.84944105	0.8526024	0.9033911	0.8491754	0.8339685	0.8290812	0.7790613	0.85991704	0.67514646	0.6828661	0.84380174	0.7609587	0.89067936	0.74550414	0.8280548	0.0	0.84883106	0.8671777	0.90661263	0.8573666	0.81448954	0.78207016	0.8085659	0.7772781	0.8779291	0.875957	0.8326036	0.8145701	0.9440054	0.7029644	0.85370445	0.77596474	0.936323
