	KLM/name	been/noun	immers/adv	langzaam/adj	alsof/comp	mag/verb	inmiddels/adv	zoals/comp	dan/adv	per/prep	Litmanen/name	hoofd/noun	regering/noun	hoog/adj	in/verb	vorder_terug/verb	accijns/noun	loon_belasting/noun	belasting_dienst/noun	teatraal/adj	nergens/adv	verzekeraar/noun	hand/noun	ministerie/noun	ook/adv	Lanaken/name	sanctie/noun	te/prep	tegelijk/adj	handpalm/noun	om/comp	belasting/noun	louter/adj	Camiel/name	premie/noun	frank/noun	heffing/noun	echter/adv	boete/noun	stad/noun	die/det	zij/pron	nu/adv	arm/adj	Informatie/name	glas/noun	hierover/pp	land/noun	daarna/adv	voortaan/adv	en/vg	entree/noun	vinger_DIM/noun	sinds/prep	LPF_minister/noun	hulpeloos/adj	maandag_avond/noun	feestganger/noun	anno/prep	ze/pron	Canada/name	toegang/noun	alvast/adv	rente/noun	voorheffing/noun	bovendien/adv	Henk/name	heer/noun	als/comp	opcentiemen/noun	omdat/comp	tarief/noun	toch/adv	zondag_middag/noun	energie/prefix	het/det	vertwijfeld/adj	Francis/name	lach/adj	netjes/adj	instantie/noun	men/pron	lidstaat/noun	procent/noun	Griek/noun	onroerend_zaak_belasting/noun	verontschuldig/adj	op/prep	beeld_DIM/noun	vinger/noun	ter/prep	boven/prep	over/prep	provincie/noun	terwijl/comp	glas_DIM/noun	dankbaar/adj	inkomst_belasting/noun	toeslag/noun	statie_geld/noun	opslag/noun	meer/adj	staat/noun	toegang_prijs/noun	arm/noun	hij/pron	bovenop/prep	successie_recht/noun	hak/noun	invoer_recht/noun	even/adj	keer/noun	overheid/noun	wanneer/comp	triomfantelijk/adj	tol/noun	fiscus/noun	laag/adj	percentage/noun	administratie/noun	aanvankelijk/adj	taksen/noun	vanaf/prep	hoopvol/adj	zonder/comp	gemeente/noun	eventueel/adj	toelage/noun	dwingend/adj	college_geld/noun	milieu_belasting/noun	taks/noun	of/vg
voortaan/adv	0.7568727	0.94210297	0.35666108	0.90944594	0.8226718	0.59353256	0.68819344	0.6501523	0.61651075	0.387419	0.969925	0.86376077	0.52397466	0.47106636	0.2907006	0.3958059	0.46231657	0.4522956	0.45808113	0.95921844	0.71577764	0.54367167	0.9277185	0.6338265	0.75122523	0.8363953	0.7518577	0.83331835	0.7206687	0.93767625	0.48707014	0.27780187	0.8485502	0.9675238	0.34931874	0.40796787	0.24143118	0.6781281	0.4760651	0.5452912	0.5329333	0.6364826	0.7473773	0.81708425	0.886971	0.8234401	0.4753858	0.7566086	0.8945937	0.0	0.53694195	0.80152124	0.85968745	0.82546264	0.9446404	0.89958084	0.8896694	0.91071844	0.90929157	0.91060424	0.79632086	0.6946239	0.6697625	0.49481636	0.3749506	0.24863851	0.9741007	0.85585606	0.5981819	0.5407113	0.38393754	0.37220752	0.84967816	0.924968	0.7459985	0.7958479	0.9004673	0.868778	0.9127177	0.6118823	0.58997595	0.7740055	0.5818277	0.39360905	0.9668148	0.51342756	0.98399365	0.5201996	0.9354633	0.91396797	0.6956334	0.744397	0.5694715	0.5193534	0.6647582	0.92182815	0.8938367	0.3866691	0.5417807	0.6849526	0.71648437	0.6206432	0.6498141	0.8373787	0.95881116	0.93748593	0.4044196	0.53111184	0.9388018	0.5284824	0.88969994	0.750032	0.40555918	0.6052685	0.9712117	0.6867155	0.42327517	0.41656035	0.5480174	0.4794426	0.7424805	0.52027357	0.38255042	0.93955266	0.52697533	0.38704675	0.40280318	0.6379149	0.8657384	0.7467939	0.4950192	0.5349128	0.5474303
en/vg	0.84528935	0.70709693	0.64456046	0.7470474	0.6903139	0.7057134	0.70623136	0.42277688	0.7810723	0.68213165	0.84724677	0.71205795	0.672413	0.5077441	0.57352674	0.58210033	0.61321485	0.75082	0.7218613	0.74237233	0.79345727	0.7641315	0.6874356	0.783054	0.74115336	0.89257765	0.82771295	0.7444905	0.72887087	0.8130092	0.611577	0.505728	0.8296656	0.7668048	0.67631626	0.694437	0.5227647	0.804814	0.6989766	0.77024555	0.79211414	0.7558964	0.9063768	0.70909303	0.93660724	0.7694007	0.6469612	0.7098349	0.70677376	0.53694195	0.0	0.8329524	0.82412004	0.8696996	0.9860025	0.75597537	0.9327192	0.85283947	0.8600297	0.7975496	0.70447	0.8202354	0.7733897	0.72511184	0.5856454	0.5784285	0.8936572	0.76853335	0.7836091	0.74756455	0.6547818	0.593208	0.91437864	0.9157555	0.8592255	0.82944083	0.7838783	0.9253773	0.7207478	0.6473986	0.8069842	0.8302463	0.69012403	0.6304305	0.7913934	0.73160326	0.808022	0.62033385	0.7920772	0.75555366	0.73245215	0.6302016	0.62218636	0.7465533	0.6047263	0.795923	0.79394394	0.61816084	0.75889885	0.6890342	0.7224463	0.7758448	0.72159445	0.8772274	0.71878517	0.85792243	0.63483	0.76863337	0.8428773	0.62895	0.71350205	0.837739	0.52385485	0.70383966	0.8559116	0.7645396	0.6967897	0.6085948	0.6695502	0.6391373	0.7882329	0.6789621	0.66793907	0.874821	0.5561337	0.6676625	0.5216719	0.88137245	0.7920934	0.858567	0.49418432	0.79039377	0.36761647
entree/noun	0.8310757	0.9662422	0.8919038	0.82871425	0.685204	0.9361068	0.86250424	0.83231777	0.8939102	0.713609	0.63551164	0.7253387	0.95854247	0.89207304	0.87372696	0.93466175	0.8576239	0.85900366	0.8560812	0.63190424	0.8782679	0.9319125	0.7362492	0.7839241	0.9289235	0.92634815	0.9016824	0.78026253	0.8184799	0.9317912	0.94101757	0.84304297	0.8091897	0.9970122	0.77704024	0.7657196	0.83472806	0.8754471	0.78084767	0.8684155	0.79304355	0.93338686	0.8591796	0.75168055	0.8246105	0.6296563	0.9107988	0.930782	0.858731	0.80152124	0.8329524	0.0	0.9112492	0.7715067	1.0	0.96799755	0.62532765	0.84707665	0.7649224	0.88035375	0.9377615	0.78732574	0.83229	0.8911258	0.86342937	0.84856045	0.7178289	0.8479356	0.90195954	0.90266395	0.8538752	0.8854846	0.9594858	0.68325514	0.9696121	0.8333616	0.9280199	0.8695286	0.64644307	0.92078006	0.7481741	0.92244685	0.944472	0.840371	0.7307658	0.9105153	0.71942854	0.8828876	0.89105415	0.8627221	0.8849269	0.7027032	0.8939204	0.91393405	0.75360245	0.87814456	0.96878076	0.87837815	0.6159346	0.7673349	0.86829984	0.8618723	0.93027854	0.7742492	0.75196075	0.7712484	0.64522284	0.86153877	0.8288871	0.8539144	0.84796417	0.8526599	0.9264409	0.81458765	0.5674528	0.8562058	0.9188297	0.8891693	0.8358472	0.8394606	0.77133477	0.81537104	0.65735984	0.8444122	0.88297796	0.87596995	0.889857	0.83878815	0.7156326	0.8809089	0.85921633	0.7949261	0.8025962
vinger_DIM/noun	0.9597406	0.64714414	0.9137226	0.7942048	0.7239189	0.75645995	0.73505855	0.90975076	0.7310273	0.962417	0.9062204	0.79535973	0.835003	0.95303994	0.8828032	0.8710279	0.85914826	0.9025269	0.8832409	0.85520196	0.6562219	0.92425835	0.6230489	0.9625281	0.8653451	0.9724592	0.840708	0.7488327	0.8346112	0.54969877	0.757859	0.87297463	0.80752796	0.91784394	0.90652937	0.96762216	0.9377792	0.7815139	0.8871409	0.9459052	0.83853155	0.8801321	0.7464995	0.80231714	0.9582821	0.6570593	0.8963636	0.92984915	0.6403825	0.85968745	0.82412004	0.9112492	0.0	0.99071026	0.8836107	0.8627528	0.97105724	0.92224807	0.91111326	0.64135915	0.9830488	0.9813684	0.8013136	0.93422306	0.9481843	0.9071773	0.96172065	0.52259064	0.6971334	0.9299628	0.84779596	0.9589691	0.7708886	0.9119073	0.96649104	0.7802933	0.8705734	0.904017	0.6988679	0.71564245	0.86735696	0.77514267	0.79787076	0.9921568	0.9236073	0.98200387	0.9231586	0.8590609	0.9051463	0.41248965	0.7010395	0.93674463	0.91889066	0.94551146	0.68960917	0.89694464	0.8437926	0.90259314	0.9331664	0.88672477	0.9441593	0.84040236	0.90531147	0.930973	0.5741598	0.77069575	0.9832597	0.8831443	0.87492186	0.8585528	0.60963273	0.92245513	0.843275	0.72430897	0.84923005	0.864019	0.9006982	0.9753969	0.9059414	0.89853436	0.9572692	0.84268653	0.94567955	0.884326	0.6178889	0.9359019	0.91292775	0.92504096	0.71992385	0.8734842	0.89510375	0.89416736	0.70359516
sinds/prep	0.82787126	0.98488164	0.84800524	0.8717363	0.9818792	0.9505631	0.7795472	0.90111697	0.93417966	0.82817364	0.86336434	0.98578244	0.9513599	0.72709143	0.8453639	0.90711504	0.8413841	0.8425741	0.8903117	0.75464076	0.84493685	0.82935554	0.9843254	0.889858	0.93438303	0.8601421	0.9281464	0.89112353	0.97811496	0.9960807	0.9327507	0.7824031	0.9640111	0.9315587	0.7726982	0.90401447	0.8196769	0.8344745	0.8575485	0.8659656	0.8903245	0.9458698	0.90172553	0.8729589	0.7947406	0.86577404	0.90686774	0.78582025	0.95853746	0.82546264	0.8696996	0.7715067	0.99071026	0.0	1.0	0.97178596	0.6919997	0.89307076	0.83533704	0.98150754	0.83863795	0.89353716	0.8988727	0.62157094	0.81544036	0.78540874	0.9438242	0.93545103	0.9020049	0.86038023	0.8234879	0.7304655	0.97145396	0.7688143	0.91405416	0.8248183	0.9557715	0.9450176	0.8744984	0.90887314	0.85240424	0.97057974	0.9196218	0.67521507	0.90435624	0.87806714	0.9903943	0.73190075	0.9022788	0.99326134	0.89824986	0.6831039	0.93484044	0.8847538	0.82072943	0.8850942	0.95037633	0.779088	0.7156913	0.8996758	0.7614704	0.9701136	0.9179251	0.8032157	0.95053613	0.9543457	0.8384548	0.8198167	0.88171077	0.83226675	0.8969228	0.8896049	0.8129704	0.9257434	0.6957929	0.82696074	0.82826656	0.69772065	0.68551564	0.9012193	0.81903833	0.8842135	0.65133953	0.91887426	0.96035653	0.8853424	0.8918934	0.8613913	0.9201988	0.8033364	0.87628305	0.88294744	0.91281027
LPF_minister/noun	0.8817785	0.9038678	0.93196505	0.9757	0.8685099	0.8212409	0.96453106	0.983462	0.8226624	0.998449	0.8473328	0.9237163	0.88722324	0.9829493	0.9983415	0.9658179	0.9639472	0.93391335	0.922412	0.9455983	0.9320088	0.8797333	0.9661383	0.94926673	0.78119516	0.99593306	0.8730259	1.0	0.93457425	0.91288674	0.9319396	0.95395815	0.920434	0.98578966	0.9515085	1.0	0.9627525	0.9553212	0.92652965	0.97214353	0.8555298	0.78335804	0.80827785	0.9774061	0.9671173	0.9618035	0.9138678	0.92195165	0.8137295	0.9446404	0.9860025	1.0	0.8836107	1.0	0.0	0.8983463	0.9647846	0.96464515	0.99043936	0.8174926	0.8933193	0.9587492	0.95189637	0.8979865	0.9821472	0.9567877	0.9611797	0.8616363	0.8204479	0.97309023	0.912021	0.9577807	0.77902675	0.9398286	0.92788523	0.91863763	0.9469449	0.9865961	0.97890013	0.86154234	0.9405099	0.81793964	0.91734916	0.9773544	0.94214374	0.9748641	0.9102931	1.0	0.9528453	0.9510702	0.96615624	0.9720418	0.9913583	0.98659915	0.94712603	0.925282	0.8548804	0.9593182	0.9263875	0.94181156	0.94818616	0.9252203	0.9625506	0.99851143	0.9505156	0.7926633	0.97811776	0.9373995	0.9509439	0.94452137	0.85380363	0.98224527	0.9299644	0.81198317	0.9498121	0.93269116	0.93059385	0.97434825	0.93424344	0.9474436	0.93753785	0.9355325	1.0	0.91134715	0.97403806	0.9470663	0.9142628	0.9492932	0.837433	0.8866789	0.93964475	0.9355084	0.9180386
hulpeloos/adj	0.9664692	0.38274395	0.90994054	0.6387399	0.4878078	0.9077248	0.9659468	0.87762636	0.79336154	0.9430207	0.9499581	0.42669415	0.9646683	0.95364285	0.96998024	0.94989276	0.9586758	0.96258736	0.8566965	0.72423685	0.8913548	0.9447494	0.46604794	0.97689056	0.9173983	0.98141545	0.9708876	0.5750207	0.69412416	0.65912366	0.8705797	0.9266139	0.9269123	0.96422464	0.92433435	0.9552235	0.959215	0.9183022	0.97349536	0.90009785	0.8156192	0.617422	0.83059764	0.4766643	0.97027993	0.7756965	0.96611065	0.76495993	0.68476045	0.89958084	0.75597537	0.96799755	0.8627528	0.97178596	0.8983463	0.0	0.98319423	0.9057169	0.7160471	0.44402677	0.9728914	0.85846436	0.95102704	0.9414002	0.9714762	0.89407706	0.70307934	0.74308324	0.7262986	0.9668938	0.845404	0.96998227	0.7964593	0.97245127	0.9601077	0.89992046	0.56374216	0.99275815	0.72346854	0.73225695	0.77055514	0.74087346	0.9105393	0.9171154	0.6400793	0.9834734	0.47689527	0.8918528	0.9135128	0.623832	0.9339531	0.84040964	0.8967041	0.90112877	0.46286577	0.81600505	0.8343997	0.93617463	0.9536683	0.90875417	0.70758533	0.9425513	0.8674884	0.96560943	0.35658908	0.43160623	0.93464226	0.95886064	0.91747284	0.9667852	0.5242425	0.8993043	0.9113692	0.7061678	0.5049459	0.91621405	0.9413427	0.94810647	0.8352437	0.92863727	0.874672	0.9260014	0.9546932	0.7329711	0.9191764	0.93392766	0.9472154	0.9727934	0.8484103	0.91695935	0.9625109	0.9756602	0.7910299
maandag_avond/noun	0.9141847	0.95566326	0.9492644	0.94253117	0.8361412	0.8412618	0.95444816	0.94757104	0.92663777	0.89983296	0.9517918	0.91947174	0.9124522	0.94289804	0.93961525	0.95188624	0.9589523	0.912339	0.9660717	0.791658	0.951772	0.9580179	0.8390936	0.89750946	0.9399784	0.49308342	0.97136897	0.8964951	0.9390027	0.94324005	0.8821737	0.88841075	0.87635005	0.9784026	0.931743	0.8761048	0.91208607	0.94072795	0.94929594	0.89411783	0.92266685	0.9315471	0.88232297	0.88378716	0.8713161	0.8655789	0.9627686	0.9724132	0.8648484	0.8896694	0.9327192	0.62532765	0.97105724	0.6919997	0.9647846	0.98319423	0.0	0.82776034	0.8293488	0.92152715	0.95949554	0.8457954	0.8242877	0.9373398	0.9599714	0.95337844	0.8957382	0.93468726	0.9571827	0.96284664	0.9737661	0.9615581	0.9620961	0.3450241	0.9999348	0.9074333	0.95564944	0.96754456	0.83893824	0.929673	0.8589137	0.89280754	0.93969446	0.96636826	0.7940977	0.97635245	0.84342325	0.8165509	0.85654306	0.8828795	0.8528924	0.91405535	0.995721	0.8645742	0.8718075	0.7668248	0.83167505	0.9495281	0.9202067	0.94221765	0.9622473	0.89646864	0.9473098	0.88702244	0.8735988	0.8525002	0.84602344	0.945996	0.86089474	0.9309384	0.7896993	0.96186334	0.9086498	0.91609263	0.7120422	0.88703364	0.9551068	0.93164504	0.93384564	0.9439671	0.88474655	0.95712554	0.75029963	0.8027246	0.9276871	0.77088976	0.9438956	0.8506129	0.9016787	0.9898067	0.98230886	0.9599851	0.9052688
feestganger/noun	0.9366539	0.92815953	0.9623239	0.7026292	0.8810958	0.8148614	0.9112076	0.93121004	0.7936659	0.78559935	0.9649371	0.7719779	0.95782185	0.8746228	0.9604266	0.985021	0.9419156	0.938275	0.96019554	0.9028702	0.93393475	0.96164584	0.7247938	0.97550166	0.9097422	0.9277903	0.94853115	0.90689886	0.75212836	0.81084526	0.89749235	0.9469747	0.8691244	0.9550147	0.9013658	0.84446436	0.95076394	0.7848834	0.94881123	0.9105599	0.9535132	0.90413165	0.8600426	0.87571794	0.99751616	0.6730435	0.957181	0.893246	0.66499645	0.91071844	0.85283947	0.84707665	0.92224807	0.89307076	0.96464515	0.9057169	0.82776034	0.0	0.8274281	0.83553374	0.9408711	0.9181715	0.61832315	0.8936901	0.9296565	0.93909836	0.959521	0.95852214	0.9523144	0.92533034	0.9343221	0.91247785	0.7771932	0.63968503	0.9533111	0.77717656	0.74267256	0.9813391	0.84657526	0.8681289	0.9755602	0.75043046	0.94750786	0.8488047	0.84897244	0.9100686	0.90683454	0.9426094	0.7765806	0.86628866	0.980024	0.7624155	0.8832555	0.9016295	0.6485294	0.6150824	0.70411325	0.9375406	0.83285785	0.8635105	0.8439474	0.9031806	0.9866759	0.7359978	0.8073081	0.85388714	0.86998755	0.93076897	0.9370208	0.92796737	0.67624104	0.8780407	0.9683117	0.870412	0.78395367	0.94526213	0.93598866	0.8676178	0.8861429	0.97272146	0.832653	0.94875634	0.93195575	0.7484352	0.9094236	0.94851816	0.8933733	0.94617087	0.70271426	0.9012518	0.9340411	0.9133384	0.657095
anno/prep	0.9481144	0.8144234	0.7889177	0.7788571	0.7579206	0.86690164	0.9528973	0.8507933	0.8571332	0.9247156	0.8189318	0.7193303	0.9504223	0.85659844	0.895283	0.9526031	0.9705761	0.9001862	0.81395173	0.6244231	0.88923657	0.9854122	0.70760924	0.99756426	0.8927573	0.93941104	0.96415365	0.8101034	0.69109356	0.97744197	0.97735816	0.9018146	0.81320065	1.0	0.9264494	0.92529565	0.9436851	0.921001	0.94226956	0.9239079	0.83552307	0.8135155	0.6749329	0.79340464	0.9147683	0.8445853	0.9771246	0.85594857	0.870585	0.90929157	0.8600297	0.7649224	0.91111326	0.83533704	0.99043936	0.7160471	0.8293488	0.8274281	0.0	0.72919714	0.9722987	0.8992249	0.9348204	0.90980566	0.8370281	0.9091304	0.78140926	0.7494687	0.92651415	0.8218237	0.959252	0.9229022	0.9101124	0.80825233	0.8747794	0.88116	0.793965	0.95776546	0.7353406	0.93992645	0.92489797	0.7273978	0.9015412	0.87113136	0.68262804	0.97614324	0.93884206	0.8221661	0.6201119	0.8574661	0.9155154	0.8590288	0.8627808	0.91920096	0.7022502	0.7054167	0.7444528	0.89144665	0.8799731	0.98160875	0.920024	0.87522894	0.96556693	0.8635673	0.75035155	0.7177411	0.85580254	0.86164284	0.752169	0.9774196	0.7958649	0.9530967	0.905291	0.81587744	0.8092265	0.9300945	0.85442966	0.9016141	0.8214817	0.90971076	0.86753726	0.9674988	0.8513518	0.7327966	0.89521897	0.9221378	0.87866306	0.9817307	0.8686091	0.9834399	0.89378	0.89000666	0.78467685
ze/pron	0.9554567	0.62435454	0.92533916	0.6473838	0.57519805	0.6822903	0.94534403	0.8764235	0.5882968	0.9272773	0.8294704	0.6172701	0.89012647	0.9414769	0.9419792	0.8531116	0.9203091	0.8904683	0.875343	0.80000466	0.7879698	0.91440153	0.5208212	0.9570737	0.6792623	0.96535367	0.84773004	0.7454699	0.6195336	0.76133835	0.82491636	0.8941812	0.7261473	0.9175654	0.92343163	0.96080714	0.95135754	0.8114424	0.8875192	0.9421327	0.6275723	0.39041132	0.7575937	0.67886865	0.9812905	0.65876764	0.9607154	0.88405216	0.6590282	0.91060424	0.7975496	0.88035375	0.64135915	0.98150754	0.8174926	0.44402677	0.92152715	0.83553374	0.72919714	0.0	0.9776706	0.930607	0.8365829	0.89115596	0.9774056	0.907505	0.72731173	0.63632894	0.6872456	0.9625669	0.83740366	0.94993687	0.5869664	0.84423256	0.9900002	0.8339428	0.72542167	0.9154951	0.6344903	0.6851456	0.7715122	0.40804064	0.8402385	0.9636118	0.7262574	0.96957964	0.596097	0.88714135	0.84014195	0.55386126	0.8473902	0.8543554	0.9103781	0.9701004	0.55642325	0.7325442	0.55586064	0.911841	0.9104419	0.9381928	0.8566787	0.82582927	0.8861886	0.93743056	0.4817596	0.098463535	0.9189569	0.9301778	0.83668625	0.93645126	0.29846644	0.8993946	0.8504786	0.7331285	0.56301796	0.9127189	0.8563675	0.950218	0.9278696	0.91894686	0.8757627	0.86889863	0.9248411	0.6544173	0.8731459	0.92917705	0.9036418	0.94497174	0.76711607	0.84825593	0.94007593	0.9232642	0.77499443
Canada/name	0.9149256	0.9665049	0.7076875	0.9577675	0.99773026	0.8864045	0.7483964	0.6698838	0.93294895	0.89958626	0.9681265	0.89450634	0.8097353	0.7758351	0.8048613	0.91992664	0.6992494	0.84308076	0.86570865	0.96945983	0.9133727	0.91199434	0.95815754	0.91158146	0.9075251	0.95829993	0.7795765	0.84718263	0.78866786	0.9739814	0.85995126	0.77378136	0.9437952	0.42275423	0.8610686	0.8893234	0.73387647	0.9147431	0.7356658	0.9098941	0.8841099	0.912382	0.95094556	0.84664285	0.9688623	0.9446489	0.73736894	0.6286767	0.9520712	0.79632086	0.70447	0.9377615	0.9830488	0.83863795	0.8933193	0.9728914	0.95949554	0.9408711	0.9722987	0.9776706	0.0	0.7281722	0.9220923	0.77649516	0.89212584	0.90912503	0.9808708	0.82404023	0.95529056	0.8824079	0.81724393	0.78778803	0.97531784	0.9280212	0.9179934	0.88583463	0.93888974	0.90347594	0.9603434	0.86200064	0.87443453	0.9419845	0.7742608	0.7886017	0.96756774	0.8460376	0.9963355	0.8733133	0.84931946	0.8696893	0.70291233	0.83076257	0.82634413	0.8984922	0.90822	0.93609905	0.9630885	0.74275106	0.90666217	0.9190812	0.9314543	0.9554924	0.78463554	0.9693954	0.9599413	0.97817665	0.8186506	0.82368726	0.97405547	0.60764074	0.97543216	0.9465956	0.8136298	0.8410164	0.9720627	0.9181758	0.7582903	0.79712796	0.87084675	0.91110164	0.95655495	0.7494395	0.86246186	0.9633725	0.75733805	0.9098618	0.73653305	0.9635004	0.9429382	0.92364734	0.93317324	0.92896795	0.7798392
toegang/noun	0.88975656	0.85053766	0.7929989	0.86272234	0.9350391	0.71749425	0.82588565	0.799945	0.94452846	0.60815406	0.9399282	0.84431005	0.863006	0.7232162	0.77288455	0.8062813	0.70786214	0.8916913	0.9151522	0.8362981	0.9453297	0.8655126	0.95970327	0.9276985	0.8957068	0.85602576	0.9180506	0.7703475	0.94288975	0.92565787	0.75784254	0.7190798	0.87577474	0.9919448	0.8267044	0.5977428	0.7316958	0.9292726	0.57786345	0.87688303	0.89753956	0.8368814	0.89775515	0.72514796	0.8738717	0.8583602	0.80341434	0.6242451	0.98502105	0.6946239	0.8202354	0.78732574	0.9813684	0.89353716	0.9587492	0.85846436	0.8457954	0.9181715	0.8992249	0.930607	0.7281722	0.0	0.937649	0.8139613	0.8918492	0.8559972	0.9240348	0.93488	0.95299006	0.9000179	0.7901292	0.76452327	0.9575937	0.89662576	0.9915293	0.8463954	0.9118243	0.9620854	0.93502593	0.8945092	0.9266089	0.9088175	0.68289495	0.84265697	0.9919541	0.9107642	0.94472957	0.89662147	0.88691753	0.96534574	0.5547129	0.8178294	0.8960825	0.868497	0.7775403	0.8169843	0.9624431	0.7825464	0.8183897	0.8387793	0.8568009	0.70873475	0.92871463	0.5221314	0.88323545	0.95149606	0.7210305	0.857652	0.9611549	0.6813415	0.9842961	0.9007874	0.76691	0.9570283	0.8537517	0.92515415	0.77528435	0.73216474	0.87083405	0.8963472	0.76713204	0.6906934	0.58851075	0.8543263	0.72436637	0.80511177	0.8223272	0.75764525	0.94910264	0.7732327	0.8610616	0.8221336	0.6852182
alvast/adv	0.9844013	0.8982803	0.7513911	0.86057746	0.67941034	0.66002035	0.9006743	0.8648106	0.58940655	0.78189754	1.0	0.90595937	0.81336105	0.92202675	0.75424063	0.7567402	0.85464215	0.9173229	0.6813668	0.98070675	0.81909025	0.8317074	0.79074436	0.88564306	0.7855746	0.8767417	0.8552228	0.96915704	0.6783257	0.7819175	0.7731443	0.75970256	0.847174	0.9598066	0.7226432	0.90970755	0.73462856	0.6883776	0.8311353	0.8636712	0.81657577	0.74535656	0.7994064	0.91238666	0.9385306	0.81305677	0.54307425	0.9255254	0.78871346	0.6697625	0.7733897	0.83229	0.8013136	0.8988727	0.95189637	0.95102704	0.8242877	0.61832315	0.9348204	0.8365829	0.9220923	0.937649	0.0	0.8546488	0.7037692	0.6923344	0.9067426	0.822266	0.7282225	0.8251631	0.7456875	0.78594434	0.5942403	0.6423181	0.99130106	0.8872291	0.7434269	0.91810846	0.7014508	0.8654618	0.79823804	0.74946463	0.86626595	0.81323606	0.8398753	0.6778756	0.865828	0.7855928	0.87412703	0.8422096	0.8551125	0.829944	0.5918894	0.8094282	0.7436794	0.69500506	0.6288636	0.6980742	0.7512267	0.8622709	0.910216	0.857535	0.7059833	0.9302152	0.8250127	0.81711614	0.839555	0.81427443	0.9579289	0.90930235	0.67607236	0.92577815	0.7957	0.58199114	0.74958366	0.9288188	0.70967615	0.8400028	0.8389192	0.7681736	0.71116215	0.81485337	0.65980566	0.6427866	0.65521556	0.8264256	0.74213696	0.91323435	0.81144834	0.87465954	0.7128161	0.86037827	0.6721937
rente/noun	0.7584957	0.9485639	0.41856986	0.78073645	0.9179373	0.7037549	0.7067507	0.8030292	0.7694432	0.62268466	0.9471649	0.87178546	0.7268009	0.43448853	0.4690712	0.57924145	0.44785398	0.36864054	0.44174027	0.98010707	0.84297806	0.41706735	0.95708305	0.7627455	0.8084205	0.8425821	0.77895236	0.87197936	0.8831298	0.96977115	0.7037394	0.3279159	0.9068447	0.9785721	0.2555871	0.6842897	0.4196806	0.7114353	0.4872331	0.8518915	0.6737518	0.6448	0.777973	0.89994764	0.9615885	0.952607	0.5311925	0.7516502	0.87942255	0.49481636	0.72511184	0.8911258	0.93422306	0.62157094	0.8979865	0.9414002	0.9373398	0.8936901	0.90980566	0.89115596	0.77649516	0.8139613	0.8546488	0.0	0.42307097	0.4770254	0.99848646	0.8916762	0.76689076	0.4771219	0.5843322	0.30189794	0.9197805	0.9384852	0.6539308	0.8271604	0.9242986	0.8712506	0.92157763	0.633543	0.64676756	0.78958666	0.70406413	0.30293077	0.9574476	0.488158	0.98065346	0.6864324	0.95889467	0.9361964	0.8682198	0.6023886	0.59922373	0.8297104	0.6434343	0.93834496	0.95347255	0.30416662	0.48451012	0.80794597	0.696375	0.7661141	0.6406957	0.7435149	0.9560555	0.91106087	0.5866696	0.4133888	0.7600898	0.41131383	0.94089746	0.78830034	0.45934916	0.663445	0.9495706	0.6269886	0.30070406	0.2800573	0.34959412	0.5951826	0.8593199	0.5032199	0.6429628	0.96255785	0.6638608	0.7047269	0.52824664	0.6789413	0.8670793	0.601906	0.5067804	0.6126307	0.7130033
voorheffing/noun	0.73355746	0.970722	0.45727056	0.8725658	0.87908363	0.7907509	0.8113967	0.73552823	0.7309197	0.6128738	0.97694194	0.93872094	0.733519	0.51283723	0.2814942	0.6374347	0.5657787	0.47833896	0.4148152	0.96950054	0.797406	0.61841494	0.973504	0.8202725	0.7693939	0.8617628	0.86370015	0.89588517	0.8507684	0.98728675	0.6329252	0.25512773	0.8195139	0.98796964	0.41423696	0.5665227	0.31870192	0.7885045	0.55384135	0.61293936	0.60315216	0.6842253	0.7960281	0.89611423	0.96199495	0.93796915	0.5133534	0.8449642	0.9564162	0.3749506	0.5856454	0.86342937	0.9481843	0.81544036	0.9821472	0.9714762	0.9599714	0.9296565	0.8370281	0.9774056	0.89212584	0.8918492	0.7037692	0.42307097	0.0	0.41163015	0.9992997	0.9621147	0.75984627	0.2814933	0.64986956	0.34695655	0.9498563	0.94773066	0.6727374	0.8926308	0.90251887	0.91753435	0.96598476	0.74452555	0.6791252	0.828411	0.81833714	0.31301808	0.97622335	0.5757681	0.9892914	0.53130186	0.97181314	0.95102316	0.87534195	0.6574029	0.56262416	0.6001067	0.65954	0.9498027	0.98670006	0.28387535	0.47569454	0.682511	0.77975553	0.6949079	0.5947752	0.8901407	0.9726848	0.9798539	0.53436327	0.306077	0.8968646	0.67156374	0.98823893	0.9012344	0.5160072	0.6480478	0.9735665	0.78201896	0.3474024	0.37391728	0.39477736	0.58225095	0.87709844	0.5616187	0.5741632	0.9788727	0.6656052	0.4941818	0.5226998	0.7769539	0.9057104	0.84668	0.31794417	0.5594353	0.60100675
