	blik_DIM/noun	Albanees/noun	been/noun	langzaam/adj	immers/adv	word/verb	miniem/adj	mag/verb	inmiddels/adv	hamer/noun	dan/adv	kersvers/adj	bestuur_kamer/noun	hoofd/noun	omhoog/adv	ogenblik/noun	regering/noun	kerst_pakket/noun	enkel/adv	honderd/adj	hoog/adj	weg/noun	poot/noun	mogelijkheid/noun	gouden/adj	gebruik/noun	accijns/noun	loon_belasting/noun	ingevoerd/adj	teatraal/adj	nergens/adv	hand/noun	ministerie/noun	ook/adv	sanctie/noun	vermaan/adj	vlees/noun	product/noun	tegelijk/adj	handpalm/noun	belasting/noun	staal/noun	nieuw/adj	vriendschap/noun	premie/noun	smaak/noun	frank/noun	ga/verb	echter/adv	stad/noun	rekening/noun	gewicht/noun	soort/noun	nu/adv	zal/verb	arm/adj	glas/noun	rekeningrijden/noun	kop_positie/noun	ontbreek/adj	meest/adj	verlaag/verb	land/noun	Europees/adj	daarna/adv	koers_winst/noun	stijg/verb	euro/noun	voortaan/adv	zenuwachtig/adj	entree/noun	extra/adj	vinger_DIM/noun	deelstaat/noun	vlucht/noun	vermogen/noun	afkomstig/adj	teelt/noun	LPF_minister/noun	hulpeloos/adj	maandag_avond/noun	omroepbijdrage/noun	vrijwel/adv	feestganger/noun	kan/verb	voorwaarde/noun	tel/noun	moet/verb	toegang/noun	boer_DIM/noun	overlast/noun	rente/noun	voorheffing/noun	bovendien/adv	heer/noun	parkeer_plaats/noun	voortreffelijk/adj	binnenlands/adj	verzekerd/adj	tarief/noun	stuk_DIM/noun	particulier/noun	ere_burger/noun	toch/adv	fiets_rek/noun	zondag_middag/noun	hal/noun	hand/adv	roerend/adj	Vlaams/adj	netjes/adj	stroom/noun	lidstaat/noun	procent/noun	onroerend_zaak_belasting/noun	verschil/adj	financieel/adj	beeld_DIM/noun	vinger/noun	te/adv	overschrijding/noun	even/adv	eerst/adj	flink/adj	lokaal/adj	pensioen_premie/noun	provincie/noun	glas_DIM/noun	gewoon/adj	her_stelling_werk/noun	waarschuw/verb	overgekomen/adj	wil/verb	dankbaar/adj	groen/adj	inkomst_belasting/noun	promotie/noun	toeslag/noun	gehuld/adj	statie_geld/noun	meen/verb	meer/adj	1930/noun	staat/noun	arm/noun	toegang_prijs/noun	schoen/noun	troon/noun	successie_recht/noun	hak/noun	hemel/noun	even/adj	invoer_recht/noun	keer/noun	landelijk/adj	overheid/noun	schouder/noun	toekomst/noun	triomfantelijk/adj	tol/noun	procent/adj	fiscus/noun	dringend/adj	alleenstaand/adj	Brits/adj	administratie/noun	aanvankelijk/adj	behaal/verb	taksen/noun	sigaret/noun	Amerikaans/adj	overweeg/verb	borst/noun	hoopvol/adj	kerosine/noun	tentoonstelling/noun	zwaar/adj	zelf/adv	gemeente/noun	eventueel/adj	toelage/noun	steenkool/noun	Londens/adj	box/noun	en/noun	grif/adj	liter/noun	prinses/noun	dwingend/adj	pub/noun	vorm/noun	sport_wereld/noun	kijk-/noun	college_geld/noun	het/adj	huize/noun	fles_DIM/noun	luistergeld/noun	taks/noun	verondersteld/adj	afkomst/noun	spaar_geld/noun
dan/adv	0.87691617	0.9664116	0.86007017	0.8132627	0.620083	0.5906378	0.94484276	0.63826334	0.8172842	0.92484486	0.0	0.9737598	0.80313545	0.8919883	0.7126843	0.85624665	0.8131105	0.77281445	0.69012487	0.96959484	0.7964097	0.8051318	0.8497613	0.7972081	0.90606296	0.83501554	0.77138215	0.7823187	0.88623244	0.93902504	0.8057636	0.8552691	0.8568641	0.6114824	0.8168075	0.84919786	0.844005	0.86726856	0.7316179	0.86020476	0.6919919	0.9303162	0.8596691	0.9101087	0.7356249	0.8949656	0.8506905	0.7197075	0.7034513	0.9036418	0.6845884	0.83806276	0.85062194	0.4598648	0.5958967	0.85712355	0.87542796	0.8285776	0.85749507	0.8849044	0.8993869	0.7275586	0.86336094	0.8891007	0.56064606	0.861278	0.8215558	0.8068578	0.5816433	0.76796114	0.94685674	0.719156	0.69746387	0.9617724	0.8226176	0.773031	0.90251875	0.9331032	0.93747824	0.8699761	0.9340715	0.883285	0.8327437	0.8143779	0.6116407	0.6982353	0.86001277	0.5546236	0.93559974	0.87968874	0.8762861	0.79662657	0.7378998	0.6176244	0.9058404	0.882869	0.9128847	0.8869448	0.84999585	0.6967793	0.7466154	0.81747836	0.91324645	0.4427752	0.89071316	0.87308013	0.9088445	0.9564812	0.7777205	0.88901865	0.72309977	0.84080154	0.8014515	0.81723267	0.8304627	0.89834756	0.85473514	0.8677255	0.7297785	0.7065232	0.8856497	0.8443939	0.8952144	0.74046206	0.9083603	0.7710916	0.9351338	0.7959585	0.60512453	0.8485606	0.81812966	0.9668466	0.70769083	0.7389706	0.8990088	0.74464065	0.759814	0.8380063	0.9358805	0.8783913	0.7534452	0.7096644	0.9337075	0.7385813	0.8216823	0.8997204	0.8907024	0.84849185	0.7623601	0.9157647	0.8181266	0.4926244	0.8111984	0.7300447	0.92091936	0.7372595	0.83295304	0.65849805	0.90450597	0.79326296	0.8028661	0.69219464	0.84682417	0.8903419	0.90361184	0.82632244	0.8212587	0.9613936	0.84367865	0.7581069	0.903414	0.7607349	0.8606308	0.8584464	0.8956351	0.9159281	0.82589245	0.6524697	0.8388398	0.6677692	0.9236016	0.90530527	0.95592535	0.85705423	0.9259032	0.90269053	0.8855586	0.8663248	0.8188028	0.9347543	0.81322086	0.862463	0.8767884	0.8106433	0.9141359	0.92164975	0.8483422	0.8687346	0.8399569	0.930356	0.96357125	0.78029954
kersvers/adj	0.95476854	0.98339075	0.98520213	0.930819	0.9521928	0.7863645	0.89600813	0.8119772	0.75589466	0.8782169	0.9737598	0.0	0.95419216	0.7865826	0.9367207	0.92424077	0.8536102	0.98841697	0.92891014	0.97362554	0.96130383	0.9396948	0.903929	0.9850788	0.7938656	0.99384344	0.9765223	0.9834388	0.9847655	0.9595619	0.77875334	0.88186926	0.9418936	0.8856677	0.95564574	0.9919046	0.94178414	0.98030746	0.9854901	0.9937119	0.9645538	0.950842	0.7519483	0.96278036	0.97698486	0.9735166	0.9751685	0.9269228	0.9437328	0.63540846	0.9817227	0.97564775	0.94012123	0.922396	0.9208863	0.9351236	0.909393	0.9925689	0.9437787	0.96552217	0.94394135	0.97383577	0.89801687	0.89346194	0.819376	0.9569108	0.97653663	0.9608472	0.85523397	0.9828816	0.86764944	0.97982705	0.98247194	0.7521177	0.9296454	0.9877861	0.9811942	0.9582589	0.77864987	0.95119196	0.87267995	0.9943515	0.9141011	0.9149288	0.96926636	0.9679314	0.9835017	0.96097636	0.9609138	0.9810127	0.996149	0.96778166	0.96284163	0.78133446	0.98611134	0.9633303	0.9849673	0.93966436	0.90317357	0.9845617	0.97169286	0.9884664	0.98300165	0.96621317	0.94708425	0.89434224	0.91963494	0.9976215	0.83565056	0.8877868	0.9782852	0.8684683	0.92527467	0.96937585	0.9972342	0.9026131	0.9654356	0.9399465	0.9135174	0.98883337	0.9677991	0.92121017	0.92463714	0.8988821	0.9779078	0.97957397	0.905479	0.96315175	0.9833352	0.99319756	0.92652184	0.649451	0.8537795	0.93780583	0.9129141	0.98732454	0.8989881	0.97795457	0.9236197	0.9795363	0.95905924	0.9696332	0.8131732	0.9806515	0.89711684	0.99977463	0.8593054	0.7820281	0.9332266	0.9391787	0.9337487	0.83008957	0.9646834	0.9021271	0.97447413	0.91759944	0.92508006	0.9770397	0.86006546	0.984352	0.9743942	0.97931993	0.92782116	0.9854316	0.7519975	0.8939356	0.92746663	0.91792357	0.9716138	0.9679021	0.8618017	0.9453993	0.9303974	0.88458323	0.9883071	0.8808883	0.9306277	0.94454974	0.77223265	0.98198867	0.9578194	0.9899809	0.8368739	0.98866004	0.9463445	0.9233699	0.9946711	0.6864494	0.97881657	0.89869386	0.98976326	0.9749498	0.96516865	0.9906896	0.96444666	0.94965607	0.93133783	0.96218574	0.9708697	0.96499693	0.8917767	0.96827996
bestuur_kamer/noun	0.81664467	0.95465213	0.91762054	0.81577957	0.9041092	0.8840598	0.96431136	0.8559326	0.93827516	0.8324014	0.80313545	0.95419216	0.0	0.84118617	0.8962056	0.87656766	0.9027011	0.93673474	0.8644911	0.9368262	0.8658708	0.83455086	0.9225335	0.8788673	0.9703245	0.8912325	0.9097513	0.9403963	0.96725315	0.9241928	0.91158617	0.75997275	0.94733775	0.84834015	0.8195466	0.9526842	0.8470109	0.9571569	0.9125628	0.8513268	0.9346242	0.8446254	0.9231718	0.9921448	0.9550619	0.81617683	0.9344816	0.8934657	0.7897544	0.9477021	0.9223966	0.9185852	0.9731821	0.7680086	0.8568456	0.93902194	0.794572	0.7699856	0.79547185	0.9477902	0.88127315	0.9555447	0.8728374	0.9004637	0.71299124	0.8951574	0.9248854	0.93853533	0.95168513	0.893009	0.9057879	0.91193396	0.9466548	0.98601425	0.90406233	0.95911354	0.994005	0.8218375	0.90179414	0.8878742	0.8240485	0.97884506	0.89399964	0.5903101	0.82244897	0.9141561	0.75348186	0.7566817	0.95270103	0.97708625	0.9204661	0.9095348	0.9300051	0.8797274	0.96133476	0.93292785	0.95513076	0.97099084	0.89239705	0.95462877	0.77505535	0.95587444	0.9814448	0.8969276	0.9253663	0.8301511	0.82154596	0.95303124	0.9257404	0.9590476	0.8927412	0.9733759	0.82764804	0.98138624	0.9680627	0.9417236	0.8214703	0.8341785	0.8526181	0.684975	0.91104025	0.92986333	0.97514856	0.9142765	0.9366408	0.9051809	0.982692	0.68309915	0.8501455	0.82633317	0.9033515	0.9774144	0.9072587	0.85909104	0.95644754	0.96505487	0.91284496	0.9522295	0.98115784	0.90589255	0.91518635	0.911859	0.86329216	0.9370709	0.88951296	0.8085691	0.94586027	0.945682	0.9768182	0.93175864	0.91754866	0.7893671	0.9121063	0.9593991	0.98270166	0.8889157	0.905601	0.9505373	0.89768416	0.81167024	0.9918179	0.95881546	0.9016765	0.9830884	0.96001273	0.96166354	0.96762705	0.94433606	0.8564357	0.7618647	0.912514	0.9141763	0.8859155	0.94229984	0.77616113	0.95394516	0.7085186	0.8764561	0.95105153	0.90387523	0.96758884	0.94139326	0.9285837	0.94922745	0.98021847	0.9088445	0.9243347	0.93856275	0.77782774	0.7814571	0.89694715	0.89922696	0.991685	0.9363141	0.95010275	0.9538462	0.7459657	0.98807156	0.89543545	0.97297955	0.9707493	0.93064785
hoofd/noun	0.7857932	0.96761245	0.40539324	0.7918736	0.88782185	0.88177776	0.88044673	0.8758673	0.9532067	0.55158997	0.8919883	0.7865826	0.84118617	0.0	0.63514686	0.9510609	0.9386386	0.8898164	0.897958	0.95479804	0.87280416	0.83446354	0.7400385	0.98756033	0.77562904	0.9133171	0.78780293	0.94054145	0.9425174	0.7767074	0.9133234	0.40486866	0.84839135	0.94875896	0.9618149	0.8300462	0.8338629	0.8253299	0.83884895	0.51490736	0.87439454	0.7688117	0.9587292	0.9484506	0.95807874	0.9502467	0.9049038	0.7118974	0.9029782	0.89367104	0.9703178	0.5849489	0.94427115	0.92382	0.9575312	0.6090498	0.6962829	0.88678366	0.80339396	0.8447459	0.9740765	0.9432199	0.8817094	0.92213047	0.6768395	0.9498873	0.84821314	0.89150697	0.87922853	0.83772117	0.86322826	0.88924897	0.74110055	0.84197026	0.78833663	0.9338718	0.80116606	0.885889	0.959883	0.47910863	0.80549234	0.9912219	0.9196298	0.82072645	0.9122371	0.9898064	0.91161394	0.9150641	0.8958606	0.9389014	0.98612106	0.92246985	0.94367903	0.8918797	0.95393324	0.99568045	0.92134	0.88728684	0.9746259	0.89312476	0.77699363	0.9483228	0.9516375	0.95314336	0.993563	0.83926064	0.9636601	0.89877164	0.9027377	0.8986696	0.88562655	0.8943796	0.9105971	0.8634981	0.9574974	0.9459301	0.89780104	0.75572705	0.51505494	0.86848605	0.9572126	0.8558382	0.9849114	0.75155485	0.924209	0.939942	0.9422517	0.83946776	0.9244317	0.9999722	0.93349737	0.92970824	0.94639975	0.8727378	0.88630944	0.95458865	0.95031667	0.94079685	0.7758944	0.85973	0.96276176	0.93576676	0.8861626	0.9018194	0.3412311	0.9310374	0.8624754	0.88830733	0.9955259	0.8284319	0.63586783	0.6554638	0.9616153	0.8150022	0.95251137	0.92305434	0.3839448	0.9855637	0.5293129	0.8646669	0.95145226	0.9348392	0.9343084	0.9490819	0.95608675	0.9216775	0.9169466	0.9694368	0.90395856	0.7514372	0.92103404	0.96524227	0.34643674	0.82387924	0.82538855	0.9206797	0.61156714	0.9058783	0.90973675	0.94601387	0.98958564	0.96240294	0.8432078	0.986034	0.9844386	0.8540699	0.78773344	0.90763247	0.86786234	0.8410594	0.8685579	0.95746964	0.9895118	0.92989266	0.992762	0.9586468	0.74456847	0.99037224	0.94208366	0.9306129	0.8589463	0.9367405
omhoog/adv	0.8777907	0.9385118	0.5926937	0.6982027	0.62107635	0.71182334	0.7654731	0.7094569	0.7224537	0.77965903	0.7126843	0.9367207	0.8962056	0.63514686	0.0	0.8818832	0.8063773	0.830989	0.76348794	0.9485136	0.44814694	0.8206084	0.8273282	0.8287525	0.6976112	0.83166116	0.6878703	0.62839675	0.7425004	0.8096878	0.8028766	0.6334859	0.8937027	0.87084293	0.98659945	0.6336007	0.8075822	0.86012495	0.6860497	0.6027132	0.51769847	0.8857078	0.8139473	0.9203974	0.55144155	0.9288768	0.6618329	0.58228314	0.8696084	0.8842535	0.54188204	0.6961819	0.85050344	0.715932	0.705984	0.6871282	0.74865115	0.82202744	0.869995	0.7419506	0.9029342	0.39324468	0.81834024	0.81808627	0.65211904	0.6551749	0.3230089	0.5184039	0.5670234	0.72377473	0.8534351	0.567829	0.7221414	0.7669939	0.7828388	0.67259777	0.75825703	0.87606084	0.9400099	0.70397645	0.9043466	0.87287307	0.8029534	0.8619208	0.81905854	0.77228594	0.83253014	0.6179004	0.83340377	0.8585816	0.8574561	0.6214453	0.68817085	0.63151085	0.86040604	0.9382842	0.9553222	0.7523279	0.7784339	0.5917162	0.82137007	0.6598135	0.9817943	0.8395609	0.97770894	0.8865869	0.9301412	0.8021655	0.7386101	0.87008804	0.6991621	0.7576171	0.73801994	0.54152715	0.63135266	0.8243825	0.74916583	0.8468188	0.6137868	0.7018063	0.77591026	0.8237659	0.9124995	0.4463235	0.7457833	0.66482556	0.88405305	0.84236246	0.72720385	0.88178194	0.83036524	0.95823777	0.77898884	0.9050219	0.75113845	0.60588306	0.86220354	0.6748059	0.7967963	0.88511	0.8046057	0.717383	0.871912	0.8148203	0.5262581	0.8161272	0.9130864	0.8504238	0.7489208	0.8757024	0.5566604	0.6888237	0.71454024	0.78686	0.8129213	0.6469003	0.58167815	0.88410723	0.713523	0.77359354	0.6345806	0.7212512	0.8993473	0.752487	0.9184332	0.76572	0.7773821	0.74069154	0.76897955	0.58086425	0.8864602	0.7667186	0.52042615	0.85346115	0.67487025	0.87222785	0.78565013	0.8149019	0.7575135	0.6538141	0.8312752	0.8093363	0.9207333	0.7702254	0.86322045	0.88519335	0.71352416	0.9720094	0.8316244	0.87551135	0.7530004	0.77024925	0.8742703	0.7298229	0.92210877	0.9485475	0.8516552	0.8387788	0.6877364	0.7973048	0.90093035	0.66208965
ogenblik/noun	0.91146237	0.97823304	0.9667682	0.91121995	0.8126297	0.78490424	0.8163067	0.8118589	0.8671801	0.8748845	0.85624665	0.92424077	0.87656766	0.9510609	0.8818832	0.0	0.84801066	0.9898484	0.8448695	0.9780726	0.85851604	0.9168578	0.74956125	0.78807265	0.8799379	0.86528015	0.9179483	0.952735	0.8902548	0.8280071	0.8571635	0.9424378	0.8707512	0.83992493	0.8197131	0.92275673	0.90352833	0.87057763	0.7547403	0.9125466	0.89192563	0.8333378	0.91034406	0.8996649	0.8710697	0.87662417	0.9622595	0.91803515	0.85050803	0.8782471	0.91498786	0.87137425	0.80349624	0.75748897	0.8188902	0.97602266	0.74752116	0.9243493	0.936946	0.8636129	0.88521326	0.8953988	0.8859942	0.8379794	0.8243233	0.9589759	0.92878836	0.954553	0.76418483	0.9949491	0.89813924	0.87567264	0.9326864	0.8976315	0.92692035	0.8934241	0.85465026	0.8824793	0.9665445	0.8846931	0.9106326	0.91802764	0.8150366	0.8942739	0.78049386	0.82010233	0.8829264	0.85013604	0.892394	0.9631541	0.9264964	0.87665427	0.9322503	0.83285797	0.79724336	0.9089456	0.863826	0.9007976	0.8332971	0.84263146	0.9141046	0.8480022	0.96223557	0.9050668	0.9921834	0.95150405	0.8665656	0.6065113	0.9102798	0.91901714	0.9221069	0.9675004	0.8687082	0.9195893	0.97003776	0.8102621	0.88594943	0.8188571	0.912102	0.9539179	0.8522364	0.9462192	0.9807984	0.9288138	0.87937677	0.9293396	0.8919587	0.9686638	0.9405612	0.8171392	0.90696055	0.95175546	0.8597531	0.870703	0.9428101	0.89556265	0.9483033	0.9552743	0.79731274	0.876508	0.83216596	0.82485753	0.8219934	0.8918632	0.924641	0.88469064	0.9293709	0.78789747	0.94738436	0.9953835	0.8172682	0.795544	0.8222817	0.8267765	0.95518136	0.86142826	0.96559775	0.8640826	0.939323	0.9189862	0.93807906	0.89944786	0.8019116	0.92890006	0.7224231	0.92385745	0.8071078	0.9717367	0.92335963	0.94299006	0.8386029	0.84671915	0.9373948	0.8453594	0.94519526	0.8668864	0.9524213	0.8143346	0.85681474	0.87313616	0.9132931	0.77495354	0.7422625	0.8566792	0.9799943	0.9329793	0.9571881	0.88622135	0.81771296	0.89250344	0.90498924	0.9176134	0.97522837	0.91360515	0.9279861	0.8581035	0.96548146	0.9596477	0.8662603	0.9441709	0.8670082	0.85309225
regering/noun	0.90232915	0.92573607	0.97859967	0.96904016	0.63728553	0.6975446	0.9682647	0.85401726	0.8317262	0.9715746	0.8131105	0.8536102	0.9027011	0.9386386	0.8063773	0.84801066	0.0	0.9545009	0.7348754	0.86724997	0.76308215	0.90163594	0.85149467	0.7952792	0.95888305	0.760594	0.6139742	0.899698	0.7068068	0.9817675	0.8372895	0.94761246	0.47533786	0.82776946	0.6737329	0.8907694	0.8554355	0.6880272	0.78598523	0.92893714	0.62921727	0.8337354	0.67447066	0.9857662	0.8151737	0.94852895	0.7440927	0.91456705	0.7958071	0.6717533	0.8029776	0.8261829	0.8291489	0.8236543	0.6955024	0.8393776	0.9189552	0.82926315	0.9014279	0.83886343	0.82667965	0.63342834	0.72343457	0.60643655	0.96106344	0.9228503	0.82889736	0.8010856	0.6340716	0.94953805	0.9630738	0.69386697	0.90744084	0.59041446	0.7909203	0.8820982	0.81959116	0.82713604	0.9138922	0.97362316	0.980467	0.76006913	0.85057604	0.92638636	0.8648071	0.721617	0.9536353	0.66785467	0.8934537	0.9467369	0.8322893	0.8035766	0.76983243	0.721565	0.9649071	0.92431843	0.94010925	0.7179956	0.91346145	0.7123808	0.9501258	0.8693491	0.8399029	0.86027646	0.8766408	0.9809746	0.9684072	0.9840382	0.8829106	0.57044333	0.7585536	0.8119856	0.52130985	0.83581316	0.91473854	0.7443738	0.71611786	0.997634	0.9303511	0.8840107	0.7735658	0.97700745	0.9760916	0.8341128	0.7506182	0.87259096	0.63240314	0.9903458	0.8968651	0.8540074	0.6400564	0.911747	0.62293434	0.98162216	0.68266135	0.769121	0.8072532	0.88152826	0.9199108	0.7919031	0.75161093	0.749773	0.8103646	0.6125219	0.9873287	0.9344546	0.973466	0.80243975	0.70329565	0.99494076	0.95588374	0.8851136	0.65499866	0.860348	0.8289251	0.3648892	0.970635	0.840351	0.9116262	0.8128208	0.84499115	0.82643926	0.78881305	0.9305085	0.7130984	0.5541706	0.89418745	0.87925696	0.67373	0.74521446	0.6648052	0.58374155	0.9692561	0.93341565	0.8213681	0.98108965	0.7801687	0.8397155	0.6242852	0.6903722	0.7929231	0.8610393	0.9137004	0.9422423	0.7375092	0.9756764	0.83840847	0.8637718	0.824525	0.8765108	0.746112	0.69890547	0.7640814	0.797836	0.98574406	0.9819766	0.8881554	0.6898855	0.63921344	0.952696	0.7769817	0.829154
kerst_pakket/noun	0.81028175	0.89730144	0.88124585	0.9214722	0.856611	0.76727337	0.9545914	0.6787287	0.9310804	0.88778234	0.77281445	0.98841697	0.93673474	0.8898164	0.830989	0.9898484	0.9545009	0.0	0.8504554	0.8125074	0.91327447	0.9826884	0.97297245	0.93226916	0.8554437	0.9054606	0.857729	0.6515965	0.9021973	0.8495096	0.97477275	0.892478	0.8292713	0.82445407	0.9136949	0.9237317	0.91839087	0.8086029	0.91262496	0.91257566	0.77036804	0.96538025	0.87895435	0.96975243	0.63641226	0.85058486	0.9098979	0.9123611	0.95324373	0.93604994	0.73359096	0.8909679	0.89487576	0.9191965	0.7928469	0.81555295	0.8900708	0.9138925	0.9121343	0.9251382	0.80368054	0.80919594	0.8681992	0.93987983	0.8851251	0.818494	0.8645493	0.81211865	0.6883129	0.9179888	0.92011887	0.81634104	0.94405115	0.93778247	0.9783695	0.87891495	0.8850701	0.8325551	0.98854	0.8536322	0.7619554	0.9135545	0.9315178	0.83643556	0.84362215	0.9181274	0.89022243	0.7192372	0.9022544	0.88748425	0.9016712	0.7576464	0.73734784	0.7225301	0.9861212	0.9375516	0.8611304	0.8735733	0.91292137	0.8119907	0.8650378	0.8855292	0.91493934	0.82511723	0.9671136	0.90675855	0.9935922	0.960415	0.86934257	0.967995	0.8571878	0.9253533	0.88757783	0.8380136	0.6996993	0.8740237	0.88389635	0.8991046	0.94583076	0.75624454	0.8641083	0.5672622	0.62775075	0.85891813	0.8925962	0.56147885	0.9179862	0.85603	0.6994574	0.9610877	0.9458286	0.9747704	0.8022458	0.9111131	0.9075529	0.7374898	0.86375153	0.66145587	0.8882214	0.77602607	0.8162602	0.889826	0.9134846	0.7365569	0.8547384	0.91870224	0.8880494	0.93809175	0.9011084	0.92248785	0.9118546	0.8925972	0.8788079	0.86609626	0.94994533	0.93100435	0.91203904	0.8793534	0.86906576	0.95129466	0.6726779	0.7074717	0.9510201	0.8612839	0.9798223	0.757995	0.94084454	0.8196315	0.8807459	0.88299304	0.95466256	0.9093462	0.884402	0.92634386	0.9236468	0.9959057	0.9331813	0.85334545	0.89450526	0.80780244	0.88800347	0.88185716	0.97494483	0.8671745	0.99038404	0.80601805	0.85636544	0.95034695	0.8542465	0.9546209	0.7839692	0.97624373	0.9438666	0.874163	0.65182793	0.99059355	0.7286116	0.9376558	0.9076515	0.87440205	0.93893903	0.8351323
enkel/adv	0.8095894	0.8486981	0.8891758	0.8589412	0.5592756	0.5952134	0.850859	0.6256052	0.89925146	0.87152857	0.69012487	0.92891014	0.8644911	0.897958	0.76348794	0.8448695	0.7348754	0.8504554	0.0	0.94657195	0.79910827	0.809133	0.80643106	0.8025023	0.73361945	0.65309787	0.7868581	0.830838	0.75155395	0.83869517	0.84191465	0.7842057	0.8502887	0.67329013	0.8598281	0.9387773	0.7809527	0.7709557	0.75649834	0.95890677	0.67144334	0.8157337	0.76403624	0.89673567	0.7966262	0.77522683	0.61569095	0.78454936	0.75259286	0.7456873	0.7109901	0.8283647	0.69151807	0.86126614	0.5575293	0.8306679	0.71906793	0.8635063	0.9480111	0.8444462	0.8070525	0.7672582	0.8554553	0.77061427	0.81810695	0.84840304	0.7972304	0.70999455	0.57237256	0.82200515	0.9489869	0.69663477	0.7454363	0.89479125	0.85567683	0.70519716	0.6989612	0.68851984	0.9428629	0.9007216	0.8623761	0.8019582	0.85940766	0.7783121	0.69522846	0.6376617	0.76431656	0.60674816	0.87094665	0.94120103	0.6353331	0.82534903	0.6297324	0.641741	0.87421745	0.80340827	0.86060244	0.69956446	0.7254063	0.7207307	0.7761854	0.67411745	0.7984578	0.7997879	0.88109255	0.7894435	0.8925628	0.9279186	0.7189315	0.69619834	0.7237974	0.7506729	0.75292957	0.78364897	0.8535592	0.7192019	0.6508109	0.7754564	0.72549534	0.8654837	0.84745634	0.9526641	0.9820616	0.7842769	0.7254738	0.84610206	0.68354094	0.8040884	0.72602284	0.73098916	0.8301792	0.95296836	0.6574412	0.7931895	0.74106824	0.7580517	0.7822761	0.8178306	0.8451497	0.74300736	0.71354926	0.6138017	0.89260864	0.8300581	0.82577074	0.91418684	0.9123253	0.8824651	0.7239507	0.87748337	0.8925601	0.74601835	0.8082887	0.8348511	0.86791795	0.5871793	0.8572886	0.8810581	0.896225	0.8793647	0.815709	0.7108935	0.6479236	0.8479819	0.8372012	0.76743674	0.82430786	0.92960036	0.8236397	0.6968893	0.93097585	0.7150253	0.8480766	0.9005963	0.9180672	0.85558754	0.81283337	0.64676285	0.62891865	0.6371757	0.72576886	0.8889455	0.9573172	0.87512064	0.8381836	0.8791368	0.77908355	0.9096279	0.8473222	0.8733715	0.8076361	0.88007104	0.8312572	0.8433334	0.97767216	0.8932378	0.8248648	0.8042872	0.6270093	0.83928204	0.8859106	0.679392
honderd/adj	0.9812706	0.7268971	0.9788258	0.95473087	0.9198537	0.9309034	0.9655517	0.9519122	0.889655	0.97139555	0.96959484	0.97362554	0.9368262	0.95479804	0.9485136	0.9780726	0.86724997	0.8125074	0.94657195	0.0	0.88221407	0.89432955	0.96882397	0.93293494	0.9556354	0.94273305	0.7919158	0.80604154	0.62124354	0.99011487	0.90240234	0.897923	0.86910343	0.9370566	0.90143764	0.97037065	0.8584349	0.8303519	0.9135642	0.9720175	0.70901144	0.8907366	0.86538	0.9952761	0.816521	0.99208194	0.93019557	0.9440212	0.8132355	0.9310306	0.78789634	0.93391234	0.94087327	0.8021902	0.92338777	0.8925585	0.95003814	0.8504739	0.93532646	0.9708561	0.9437128	0.9511425	0.91020066	0.8977359	0.8109367	0.67499524	0.9009783	0.89581215	0.84149915	0.9860363	0.8813162	0.8435093	0.9706516	0.8906523	0.9694517	0.799439	0.8892314	0.8164234	0.9941273	0.9653654	0.99405104	0.7904013	0.8062067	0.9494086	0.852355	0.8778473	0.8904956	0.89057404	0.8680446	0.9310901	0.9600978	0.73324585	0.8623414	0.86032236	0.9835897	0.9453038	0.8452885	0.8495101	0.9350349	0.78429043	0.9761732	0.7515908	0.93627214	0.9516004	0.93487245	0.984258	0.96538484	0.98962605	0.87984174	0.90583485	0.9303797	0.85950965	0.9181523	0.8607317	0.9175589	0.9332713	0.88168377	0.98347896	0.9510505	0.9315145	0.75100344	0.98518026	0.94808775	0.9669391	0.90200716	0.7717421	0.8842775	0.972365	0.9045447	0.9710167	0.772066	0.98479277	0.83868116	0.9969645	0.87951416	0.748579	0.9623614	0.6846295	0.9778068	0.97375935	0.84215236	0.9194944	0.9367169	0.62684596	0.9622361	0.85215116	0.95087504	0.96559316	0.805123	0.9888524	0.94795185	0.9593069	0.93781203	0.96593183	0.7532277	0.86502635	0.97068065	0.93583935	0.97540593	0.95042986	0.46599793	0.8280484	0.94965696	0.8773097	0.9069761	0.9149064	0.8807505	0.68989754	0.7982044	0.8257994	0.8871873	0.910858	0.97701675	0.96322584	0.9438346	0.9782026	0.9556961	0.8682581	0.78432155	0.93050396	0.90114313	0.79361165	0.972954	0.74443805	0.9784467	0.7721905	0.9437225	0.9882732	0.9611048	0.9796919	0.96531576	0.9541459	0.96049875	0.9338888	0.96126413	0.9843585	0.94086874	0.95403904	0.84334147	0.84486234	0.9761298	0.8034066
