	schielijk/adj	Arafat/name	regel/noun	mogelijk/adj	inmiddels/adv	na/prep	stem/noun	dit/det	dan/adv	beslissing/noun	afgelopen/adj	rechtbank/noun	regering/noun	ijlings/adv	stelling/noun	ontslag/noun	gisteren/adv	beschuldiging/noun	hoewel/comp	of/vg	Bill/name	alles/noun	stellingname/noun	Bush/name	wetswijziging/noun	veiligheidsmaatregel/noun	desnoods/adv	noch/vg	mening/noun	getuigenis/noun	woord/noun	ook/adv	schoon_vader/noun	passage/noun	om/comp	Leterme/name	altijd/adv	al/adv	bezwaar/noun	overigens/adv	verbod/noun	staking/noun	boycot/noun	EADS/name	Lagos/name	echter/adv	vervolgens/adv	wegens/prep	die/det	uitspraak/noun	vonnis/noun	zij/pron	nu/adv	Hof/name	zondag_avond/noun	daarna/pp	Europees/name	bestuur_accoord/noun	Blatter/name	brief/noun	Fortuyn/name	weekeinde/noun	veroordeling/noun	definitief/adj	publiekelijk/adj	plots/adj	hof/noun	snel/adj	daarna/adv	uitdrukkelijk/adj	overname/noun	maar/vg	bevel/noun	woordvoerder/noun	uitslag/noun	oordeel/noun	mededeling/noun	Volkscongres/name	doodvonnis/noun	braaf/adj	om/prep	laat/adj	woensdag/noun	in_vrijheid_stelling/noun	jaar_cijfer/noun	ze/pron	nooit/adv	niet/adv	nadat/comp	regeling/noun	decreet/noun	maandag/noun	weer/adv	Ray/name	vergissing/noun	daarmee/pp	toekenning/noun	vandaag/adv	maatregel/noun	wet/noun	half/adj	omdat/comp	uitgeweken/adj	verhaal/noun	dus/adv	het/det	min/adv	bewering/noun	verdachte/noun	afspraak/noun	Hooggerechtshof/name	intussen/adv	probatie_uitstel/noun	Groen/name	duur_voort/adj	Europese/name	afschaffing/noun	door/prep	besluit/noun	Roe/name	Wahid/name	Lodewijk/name	onder/adv	getuige/noun	al/comp	inderdaad/adv	dat/det	zaterdag/noun	steeds/adv	kamer/noun	minister/noun	formeel/adj	verklaring/noun	bekentenis/noun	aantijging/noun	toen/comp	belofte/noun	geleden/adj	federatie/noun	hij/pron	eerste/num	nieuws/noun	scheidsrechter/noun	NIOD/name	aankoop/noun	capitulatie/noun	dinsdag/noun	dag/noun	bron/noun	plan/noun	schorsing/noun	benoeming/noun	stap/adv	invoering/noun	refs/noun	week/noun	maal/noun	standpunt/noun	zolang/comp	Dierckxsens/name	eventueel/adj	arrest/noun	A./name	patent/noun	richtlijn/noun	onmiddellijk/adj	amnestie_wet/noun	bond/noun	deels/adv	overtuiging/noun	haastig/adj	fatwa/noun	waarschuwing/noun
die/det	0.7474961	0.70056427	0.66126734	0.70452255	0.7074586	0.7403096	0.89926946	0.8735003	0.82262766	0.85596913	0.93854314	0.764257	0.56880224	0.6709986	0.6646799	0.8183875	0.7508393	0.74236465	0.6483073	0.8176193	0.88224536	0.77733314	0.6809318	0.61649835	0.6804181	0.81096107	0.7750373	0.755509	0.63518494	0.67014706	0.77696127	0.66904557	0.8326249	0.7585773	0.6522807	0.6301329	0.5779053	0.7989529	0.6605941	0.51655686	0.8028097	0.86182773	0.84542626	0.92279977	0.8810964	0.4928301	0.89950377	0.77702105	0.0	0.83487415	0.82360744	0.5192438	0.7968846	0.78737366	0.8915203	0.8689468	0.8077786	0.7720618	0.6791266	0.6699612	0.6066723	0.9515219	0.8297395	0.716611	0.4890437	0.73681873	0.6890061	0.7200347	0.824981	0.6004165	0.8710867	0.669186	0.85874516	0.8321365	0.8710441	0.83759934	0.785227	0.8407097	0.7920343	0.7660271	0.7985445	0.72305346	0.9269087	0.7128658	0.9326411	0.67679197	0.5986978	0.5523125	0.78832245	0.73471105	0.8372824	0.90279233	0.792184	0.9043613	0.71390283	0.73439014	0.7118485	0.8377631	0.7974938	0.70161647	0.86729634	0.6289282	0.8597062	0.8498612	0.72998774	0.9417642	0.7348586	0.6433703	0.7357917	0.7525216	0.66972363	0.7274385	0.9415892	0.7966907	0.65548414	0.74773586	0.7491314	0.7068275	0.8252891	0.96558625	0.7598264	0.9016745	0.7396696	0.74593544	0.7574948	0.6863519	0.62762994	0.95816636	0.67464364	0.9451981	0.62922037	0.4739927	0.72561	0.77675575	0.73748815	0.90442234	0.84476167	0.9113567	0.8315335	0.5617078	0.8633819	0.86803937	0.7580287	0.65481937	0.8930807	0.8743479	0.91164136	0.9287149	0.6610281	0.88696027	0.87858635	0.84906423	0.9175004	0.68579847	0.7347509	0.86885047	0.8930161	0.7706631	0.63692695	0.8898623	0.7255925	0.8282065	0.8658454	0.8438672	0.6951209	0.7206379	0.8333249	0.64810175	0.6831599	0.623723	0.6391845	0.8394394	0.77728695
uitspraak/noun	0.8902004	0.7146504	0.79835594	0.8588782	0.7111242	0.71905184	0.6696451	0.79942435	0.9009282	0.39874786	0.8353384	0.5264802	0.5896456	0.8315527	0.4985758	0.66013163	0.34248322	0.5229944	0.71732795	0.8789009	0.8588245	0.95538837	0.52361816	0.6298845	0.6584699	0.71086925	0.508566	0.74377453	0.6184168	0.71819717	0.70408285	0.9334907	0.89588857	0.71257985	0.8143211	0.70526445	0.8916271	0.85427415	0.5468922	0.62425506	0.46847463	0.8008578	0.787406	0.8677004	0.8726266	0.5188083	0.69326866	0.4938975	0.83487415	0.0	0.2548672	0.75662816	0.78651804	0.40006793	0.79244316	0.73852193	0.49774927	0.8625572	0.7211986	0.70801544	0.7183896	0.7882931	0.32268834	0.6573721	0.7525535	0.9113194	0.4451055	0.9259711	0.7758228	0.5946078	0.79028934	0.874555	0.5028745	0.63010836	0.68258476	0.35486275	0.653452	0.8098904	0.41823328	0.94025713	0.80715775	0.8205192	0.5908111	0.71016455	0.7975194	0.85911083	0.78285277	0.8264878	0.4696921	0.73214585	0.6081033	0.5493673	0.82191837	0.9655942	0.8438927	0.49768645	0.83137214	0.5372547	0.7533816	0.6752956	0.8724637	0.61625624	0.93849164	0.9119236	0.85566425	0.49156356	0.80933404	0.60468507	0.6450383	0.8363325	0.44889265	0.725384	0.7035185	0.75135064	0.9072571	0.60147977	0.7461145	0.51075387	0.43336284	0.6057989	0.7398648	0.83576226	0.8193556	0.74318945	0.8837511	0.8090872	0.82500774	0.8840043	0.905273	0.5957759	0.7090159	0.6455926	0.6528898	0.7079005	0.63140965	0.63545364	0.68304324	0.78290033	0.6874693	0.7270569	0.7998964	0.79752964	0.85082257	0.8500986	0.7890291	0.6941439	0.59807265	0.8694841	0.7857219	0.66353476	0.73252416	0.5548825	0.98611397	0.8092205	0.901421	0.69293696	0.7942351	0.51532334	0.6900103	0.9325989	0.7510435	0.3268301	0.76810735	0.8303445	0.5537957	0.633264	0.6194844	0.78065383	0.8432938	0.7755729	0.8500078	0.7966225	0.65206254
vonnis/noun	0.8900086	0.7430965	0.86429715	0.87039155	0.8685192	0.74543643	0.85406744	0.7538383	0.9211929	0.49854523	0.8750716	0.35978264	0.7240732	0.8416836	0.7588117	0.7714345	0.4758972	0.61399734	0.75299424	0.83468854	0.91081804	0.9224213	0.6022905	0.6950686	0.6378929	0.76295435	0.5478108	0.85215545	0.799445	0.7133993	0.87890244	0.93643105	0.89531785	0.6331104	0.8495282	0.7519814	0.94063276	0.8628592	0.6227926	0.7557545	0.48141736	0.77591467	0.8171764	0.89939	0.9467564	0.5484494	0.8775515	0.5118411	0.82360744	0.2548672	0.0	0.7844113	0.8729513	0.39729732	0.88819045	0.86478233	0.4964108	0.8430742	0.82657856	0.8141222	0.8239592	0.83653307	0.22371376	0.6279801	0.796672	0.93544364	0.33049804	0.9438573	0.8264725	0.61471546	0.7850137	0.9292524	0.5479175	0.8548974	0.74677527	0.38837957	0.77997184	0.86356765	0.36755455	0.9515389	0.8296825	0.8216202	0.6612854	0.7106488	0.755508	0.8173092	0.841004	0.8647623	0.61971235	0.79809046	0.6888874	0.6473532	0.91350365	0.9678393	0.8583027	0.5937393	0.84230095	0.6373762	0.8062144	0.74270105	0.92561114	0.65038943	0.9123569	0.8797723	0.9216299	0.5321225	0.8362152	0.72154355	0.6247085	0.8882747	0.379241	0.8587841	0.6303101	0.88059914	0.91501683	0.6116501	0.7587892	0.61003184	0.52262205	0.5069781	0.82420707	0.8030476	0.7938284	0.6929554	0.92799586	0.8859223	0.80397666	0.87836653	0.92325026	0.5910511	0.8165759	0.6865295	0.66387355	0.7143518	0.8207419	0.7992139	0.8549387	0.84603167	0.7375237	0.71209574	0.7509584	0.8499061	0.8697965	0.7969188	0.7757381	0.7288368	0.6164768	0.8685054	0.8579401	0.790165	0.7374119	0.66598266	0.9842263	0.824069	0.94200015	0.74776936	0.81142294	0.6074998	0.6931393	0.9329351	0.69233304	0.26638186	0.7036874	0.8545745	0.6943242	0.6309072	0.5867187	0.8278561	0.71703845	0.85105556	0.8476352	0.7353296	0.6924925
zij/pron	0.772978	0.6098356	0.72808045	0.71349776	0.5774207	0.83511096	0.8629912	0.75749904	0.85252	0.8007134	0.8730089	0.70585597	0.57010615	0.77214515	0.68541056	0.69143736	0.7013097	0.63067853	0.5781722	0.75470376	0.8195633	0.79320884	0.8296251	0.6326635	0.6082274	0.78036314	0.73216665	0.6716174	0.56858575	0.68781614	0.7456379	0.72428584	0.73329175	0.80567074	0.6341288	0.80103004	0.67225385	0.75589365	0.61136997	0.56424403	0.6977004	0.7661714	0.66555965	0.91481733	0.793938	0.50045854	0.70075667	0.77875745	0.5192438	0.75662816	0.7844113	0.0	0.8113626	0.79211175	0.7074496	0.8314811	0.8091628	0.67730117	0.6912164	0.6890466	0.6694565	0.8322247	0.77119184	0.739367	0.527066	0.69236946	0.6881654	0.7630671	0.78905463	0.52644354	0.76294494	0.731029	0.7022615	0.863806	0.8824752	0.7842162	0.6448937	0.8139019	0.7441058	0.87160134	0.8606529	0.774604	0.90314025	0.7878	0.897866	0.37501556	0.5961802	0.5344362	0.7045945	0.6972629	0.7807125	0.8452607	0.77001566	0.8844675	0.772639	0.7018718	0.7078893	0.8860935	0.6724789	0.6418774	0.8937223	0.52226144	0.81015044	0.89387786	0.7421291	0.80822456	0.6707219	0.67138386	0.60790914	0.6913934	0.6599878	0.7469863	0.9074764	0.74761915	0.68542206	0.80513704	0.78777665	0.7398221	0.7163255	0.98583925	0.7375287	0.9411403	0.81437165	0.6089499	0.6739442	0.7018889	0.62781346	0.955852	0.6493914	0.8916086	0.6408948	0.50971997	0.5976466	0.6299392	0.59507203	0.8226169	0.74646217	0.78340065	0.7591366	0.2773531	0.8633811	0.7941501	0.77744555	0.7162348	0.89547974	0.83903056	0.8500474	0.8466894	0.74610865	0.76255506	0.88679004	0.72446156	0.94789547	0.72928953	0.77755487	0.8104388	0.7842355	0.66464746	0.63216984	0.8887592	0.6961602	0.84996736	0.82398903	0.7844161	0.6899754	0.67102003	0.7991867	0.636778	0.7521496	0.68646693	0.68539345	0.87783766	0.65937364
nu/adv	0.86378765	0.9214972	0.8690821	0.8137141	0.66682315	0.8551552	0.89213175	0.8288327	0.2734052	0.70296067	0.94057685	0.9390956	0.83954215	0.8767094	0.8315224	0.78091407	0.83491325	0.889513	0.7112235	0.9427928	0.97759247	0.590199	0.8468015	0.90154934	0.79995567	0.97562885	0.88613105	0.891278	0.78571326	0.9614154	0.87490594	0.6471633	0.9005939	0.90241617	0.7656652	0.91092896	0.61290133	0.8731177	0.854925	0.76113725	0.8202009	0.90441334	0.9226496	0.9921264	0.8934455	0.70436317	0.7589432	0.9120877	0.7968846	0.78651804	0.8729513	0.8113626	0.0	0.9127855	0.8287559	0.67458284	0.93817204	0.8734249	0.90931463	0.90078986	0.93820703	0.8868455	0.8466858	0.90491974	0.9199562	0.7152362	0.9251162	0.6000289	0.5831362	0.8729696	0.89214694	0.7004843	0.8720107	0.9115194	0.7850518	0.76641744	0.86273694	0.9599966	0.8749635	0.7916597	0.93164486	0.8223598	0.9251783	0.90971977	0.83053744	0.706244	0.7494055	0.6736704	0.78032017	0.73307335	0.88095355	0.86726534	0.7272287	0.99313486	0.8814005	0.73493314	0.8444128	0.8227892	0.8276987	0.83307797	0.9078118	0.667817	0.98985153	0.88025016	0.6878321	0.89716566	0.7397851	0.86108184	0.9535361	0.8081113	0.8767768	0.68221515	0.9717636	0.9336011	0.8282982	0.95455503	0.85777336	0.82773477	0.73914695	0.92865425	0.9244776	0.9875695	0.93850976	0.89246494	0.6702707	0.7249533	0.73474944	0.9890284	0.7047013	0.93313956	0.894684	0.8960717	0.86731935	0.86361676	0.88521814	0.65015554	0.85854334	0.7772625	0.84999126	0.78062797	0.939497	0.82923234	0.92428	0.8950416	0.8450986	0.8054832	0.91728985	0.8712426	0.9300342	0.7115264	0.8496235	0.822742	0.8680777	0.825185	0.8990806	0.7577214	0.85057724	0.7654961	0.7127711	0.9157342	0.8978227	0.86957586	0.9828513	0.9722685	0.8491467	0.8417601	0.90752184	0.85894316	0.9162248	0.8890906	0.8302536	0.9643246	0.8624656
Hof/name	0.85412705	0.7531278	0.74376494	0.8130168	0.92219865	0.7366404	0.8207105	0.69642293	0.9536216	0.65475786	0.92137384	0.40344423	0.6150813	0.8847343	0.821354	0.780512	0.5030039	0.77411985	0.7615223	0.8435307	0.9195423	0.96774966	0.5792484	0.6903685	0.6088787	0.765262	0.5223589	0.78866076	0.76616395	0.83259517	0.931316	0.959466	0.9431446	0.71925056	0.74057543	0.67437994	0.95076495	0.89632463	0.59340656	0.75551206	0.50771296	0.8376781	0.7279817	0.7485786	0.8778962	0.6182109	0.8790538	0.63532543	0.78737366	0.40006793	0.39729732	0.79211175	0.9127855	0.0	0.92017496	0.94212174	0.25418377	0.9040514	0.8264342	0.90468967	0.82814723	0.88690174	0.4185338	0.47085458	0.75517356	0.93643564	0.31867445	0.915911	0.87798035	0.5801911	0.8001087	0.9484127	0.68717384	0.8454192	0.867792	0.5608617	0.8345868	0.7785895	0.61758804	0.9177221	0.8317149	0.90849	0.6964129	0.7351255	0.86324143	0.9142027	0.9182409	0.9184103	0.67422414	0.75342953	0.76210403	0.74052763	0.9686811	0.96694344	0.9122912	0.6380274	0.84878623	0.63171077	0.7576538	0.63058615	0.9388885	0.69617313	0.94905543	0.95934683	0.906901	0.46665007	0.9372058	0.7789858	0.7253952	0.8664658	0.28667295	0.85182106	0.73284197	0.8354137	0.91184455	0.32007676	0.66595715	0.64606583	0.6131568	0.5482571	0.8177131	0.9393219	0.7926144	0.83330804	0.9566336	0.86935127	0.7659187	0.9091924	0.9437004	0.66849184	0.696499	0.57007885	0.83352876	0.85359395	0.84071046	0.87704337	0.91922414	0.93569505	0.71827304	0.85521775	0.8814212	0.9163254	0.8443341	0.81856537	0.8682238	0.9348476	0.6737504	0.8995201	0.9016534	0.86066276	0.81590587	0.65995383	0.98607916	0.7388811	0.8836826	0.7815521	0.9255741	0.6076596	0.6233182	0.9405252	0.64397514	0.3215155	0.86330616	0.674605	0.58721244	0.6698179	0.6995928	0.77000564	0.8044239	0.8503211	0.73665094	0.6578882	0.70924425
zondag_avond/noun	0.78094494	0.8202933	0.94135654	0.89392155	0.7626655	0.8018148	0.6876153	0.886562	0.8718858	0.8244665	0.72650754	0.86280215	0.7037478	0.9006293	0.6825732	0.65342176	0.5991441	0.7451882	0.72780395	0.84312963	0.8354778	0.90893435	0.9315185	0.71740454	0.883958	0.84572226	0.8715408	0.9103227	0.90354705	0.8547266	0.8332881	0.9446535	0.8568163	0.939097	0.8486102	0.75430584	0.9495541	0.8790723	0.9237248	0.8311546	0.8608806	0.7081517	0.8282403	0.94428205	0.58598626	0.836971	0.75112236	0.8674637	0.8915203	0.79244316	0.88819045	0.7074496	0.8287559	0.92017496	0.0	0.85964394	0.9260119	0.94508857	0.85338813	0.73734677	0.8550887	0.5726135	0.88056886	0.86793125	0.85211384	0.7195122	0.8439765	0.9242891	0.62058485	0.8225531	0.8490188	0.91608846	0.8676157	0.9459397	0.708815	0.8627305	0.64587295	0.83433104	0.8936441	0.95814556	0.8129373	0.8204818	0.6458072	0.8907432	0.8218821	0.79263103	0.88767993	0.92436534	0.63393724	0.8854902	0.81382006	0.6785709	0.79940325	0.89436233	0.844208	0.85486895	0.9071591	0.68339634	0.8652035	0.9132807	0.80902016	0.8109275	0.88493884	0.9182762	0.8056598	0.875643	0.8051326	0.78638434	0.82197505	0.80218756	0.8563026	0.6587609	0.9960115	0.7275373	0.8396044	0.9165554	0.92811096	0.8543675	0.85785073	0.9983966	0.8572985	0.9663713	0.914232	0.66634333	0.8684642	0.9199245	0.9278738	0.63880706	0.8685804	0.8290188	0.7444562	0.8358451	0.78259623	0.7043482	0.69425696	0.612708	0.7564169	0.836305	0.91250044	0.6902708	0.6903043	0.6829064	0.82507235	0.8928565	0.91776556	0.8694984	0.6641556	0.6133455	0.9001516	0.86056536	0.81505305	0.79866856	0.98842335	0.8882927	0.87201124	0.65020084	0.7238045	0.8373864	0.87516874	0.82930374	0.8383558	0.908914	0.8827761	0.96900296	0.93147737	0.7977189	0.70082676	0.7192409	0.945815	0.93644637	0.89890045	0.92761564	0.7537464
daarna/pp	0.80979514	0.8804418	0.9750575	0.7434068	0.6134746	0.6387569	0.9464428	0.8837863	0.554314	0.7854623	0.87478906	0.8778637	0.859632	0.8718162	0.60581064	0.71454173	0.85288185	0.88434553	0.8474822	0.87794596	0.9561542	0.744296	0.94920677	0.85237855	0.8128167	0.8976523	0.9016217	0.9144062	0.89117	0.85238266	0.7481117	0.88600564	0.8109732	0.9432833	0.70263815	0.9587871	0.82432455	0.75933987	0.8163123	0.7980018	0.82777935	0.8704859	0.9019617	0.9785496	0.982703	0.7676124	0.3766846	0.87578154	0.8689468	0.73852193	0.86478233	0.8314811	0.67458284	0.94212174	0.85964394	0.0	0.94107413	0.9158308	0.96814066	0.8323858	0.7884819	0.84636086	0.8359482	0.8652143	0.8366299	0.71801853	0.86782855	0.75224125	0.45287043	0.90812355	0.82241017	0.6927198	0.7091806	0.79197645	0.841493	0.8037584	0.8071186	0.9550528	0.8113916	0.90298426	0.911044	0.61032605	0.8863951	0.81105995	0.8656559	0.6669949	0.8582729	0.8825653	0.5958289	0.847648	0.8288411	0.8170256	0.53444874	0.9524499	0.913846	0.7883858	0.8470781	0.8438426	0.75749874	0.92786765	0.7649282	0.7626385	0.96715826	0.73726004	0.735742	0.9279945	0.91521966	0.88160443	0.7929613	0.8756322	0.91230726	0.721846	0.8528268	0.84481055	0.7960984	0.96552926	0.8753679	0.85237545	0.8030689	0.9737295	0.9297893	0.9383707	0.81063586	0.83508056	0.8821759	0.91886055	0.8798202	0.95532525	0.7973417	0.91792876	0.9146495	0.8809637	0.8424854	0.7474404	0.9020151	0.5848271	0.75100243	0.7011241	0.87525904	0.6620619	0.8616175	0.693909	0.9484583	0.92178345	0.7857674	0.87125486	0.91560775	0.7915826	0.9496172	0.717203	0.7981814	0.85449046	0.66111624	0.8205317	0.9395643	0.82321244	0.81440425	0.876952	0.8156643	0.8948858	0.8670158	0.8982129	0.916059	0.93915814	0.90388817	0.778745	0.92655206	0.88922596	0.9763719	0.96324015	0.78615975	0.8180013	0.87601274
Europees/name	0.9001255	0.7929385	0.75871766	0.74204314	0.7893091	0.76793396	0.87764144	0.74578846	0.9611108	0.67252195	0.91541445	0.57360876	0.6637688	0.91476566	0.8055292	0.72223914	0.601356	0.8305428	0.7453535	0.8739319	0.8879143	0.9754414	0.6307486	0.7488191	0.60879207	0.8529658	0.535481	0.83762836	0.89146477	0.8365611	0.9555128	0.95307136	0.9523696	0.80684304	0.765118	0.66805685	0.9431367	0.88114065	0.6196867	0.7300056	0.50683135	0.83076173	0.7453277	0.6439929	0.93912715	0.63404644	0.9187138	0.6593158	0.8077786	0.49774927	0.4964108	0.8091628	0.93817204	0.25418377	0.9260119	0.94107413	0.0	0.9001966	0.85474306	0.8719895	0.838228	0.8995368	0.5391474	0.6050889	0.7707377	0.94185996	0.4912631	0.9051589	0.9167956	0.6622869	0.73566926	0.92956305	0.7428123	0.8183304	0.8762502	0.6019716	0.81368065	0.760169	0.7506199	0.9084594	0.8183919	0.92976856	0.77760386	0.7904632	0.82880473	0.94381493	0.9302425	0.9461272	0.7526594	0.73664165	0.80077076	0.7736082	0.9572261	0.96604365	0.93492043	0.6384534	0.7336099	0.68656194	0.75618744	0.6806162	0.9643037	0.7029873	0.9538612	0.95202607	0.8735056	0.5730928	0.95684123	0.845582	0.8311339	0.8348676	0.4480515	0.7725109	0.819007	0.7939823	0.89919436	0.15559304	0.7299752	0.66365707	0.5508286	0.73083687	0.8318421	0.97346056	0.733659	0.86574495	0.94401395	0.8614121	0.82884914	0.9056801	0.9127629	0.79436743	0.6719135	0.63666475	0.8039301	0.9328874	0.86572206	0.9444486	0.8910617	0.9445926	0.79411006	0.8979302	0.88512933	0.84462917	0.8864824	0.8648983	0.83177537	0.93745327	0.7457036	0.8998923	0.84180397	0.79571664	0.83507997	0.6157691	0.98404473	0.69901633	0.9601471	0.8418658	0.95343536	0.56646264	0.6320431	0.9482256	0.6633087	0.38092119	0.8901447	0.63219285	0.5049666	0.84114885	0.7357819	0.7591438	0.8170756	0.8154353	0.7619457	0.77725	0.7107295
bestuur_accoord/noun	0.87761796	0.83718514	0.7744952	0.91448176	0.9014977	0.9199259	0.89001137	0.8502858	0.92163026	0.7615844	0.95574266	0.92926204	0.7788152	0.92794466	0.91375995	0.8817391	0.9174149	0.95784545	0.7232678	0.9168355	0.9406601	0.86448544	0.90188223	0.87546915	0.8167924	0.8933685	0.9009489	0.94375485	0.7022697	0.9586127	0.89554626	0.82894945	0.8886216	0.94414496	0.71457934	0.8383435	0.8956912	0.8579249	0.85528624	0.8290283	0.7732073	0.86614317	0.88574016	0.9463854	0.93061036	0.8193116	0.9523888	0.98284376	0.7720618	0.8625572	0.8430742	0.67730117	0.8734249	0.9040514	0.94508857	0.9158308	0.9001966	0.0	0.92774445	0.943783	0.57353175	0.9151471	0.9145739	0.74225867	0.83214736	0.93350977	0.8514257	0.9090835	0.7675608	0.59486985	0.849558	0.88872576	0.8533	0.96345854	0.84803903	0.86703295	0.84024715	0.91856277	0.8871988	0.9798485	0.8201093	0.91425496	0.96474123	0.8450864	0.8727507	0.83523273	0.8523973	0.76038873	0.8261789	0.78375316	0.8672391	0.94007313	0.9556214	0.9560748	0.9437463	0.66803724	0.79191566	0.9337036	0.74585927	0.83671093	0.9249053	0.8626461	0.8818832	0.92921054	0.93263227	0.7946778	0.81065655	0.8915079	0.95852095	0.43387854	0.8477303	0.91876686	0.96905077	0.9776367	0.92308253	0.9232137	0.8589133	0.9506034	0.82314795	0.9791819	0.93932915	0.9923813	0.9712878	0.92486274	0.82206273	0.7947185	0.8561177	0.9463616	0.89056283	0.7968941	0.8474659	0.83093524	0.91994584	0.95045596	0.92716926	0.89961326	0.55054617	0.831249	0.8354525	0.8158656	0.9183238	0.928612	0.91177267	0.8826617	0.83172905	0.8620727	0.94697094	0.9428826	0.9750304	0.77536666	0.9072573	0.8496048	0.9712356	0.8286142	0.9074388	0.87560165	0.9246597	0.72274274	0.6804049	0.95011264	0.79776037	0.8621748	0.99614346	0.9170313	0.8427567	0.9333033	0.9227072	0.8098339	0.94866395	0.8908893	0.89255923	0.9464925	0.8495713
Blatter/name	0.8362268	0.7329718	0.8831452	0.8656392	0.7506679	0.83019096	0.6903708	0.83571136	0.9309254	0.66036844	0.7745091	0.69026124	0.7415176	0.6980564	0.7462944	0.70129883	0.65475714	0.4801268	0.72241914	0.95395225	0.7914745	0.8808437	0.8593974	0.62505376	0.7521672	0.86672455	0.85898304	0.7267345	0.6444895	0.6437253	0.6404196	0.9143196	0.84055305	0.84383655	0.78932786	0.77715355	0.8012598	0.8713265	0.69818354	0.66016567	0.8296588	0.6067157	0.8159549	0.86580515	0.8556227	0.58648086	0.8711313	0.695054	0.6791266	0.7211986	0.82657856	0.6912164	0.90931463	0.8264342	0.85338813	0.96814066	0.85474306	0.92774445	0.0	0.5500368	0.7588951	0.7848067	0.81787634	0.7770384	0.48779082	0.8038092	0.71214557	0.9249554	0.95369595	0.70458835	0.8934628	0.8477932	0.78946507	0.6475014	0.76071775	0.69733185	0.68685305	0.8009889	0.8638785	0.971969	0.8881509	0.91294795	0.7471861	0.89062124	0.8425511	0.8827298	0.76216877	0.7977287	0.66489506	0.9056837	0.9192181	0.7713314	0.8818487	0.9338091	0.6295818	0.7283248	0.7635741	0.83158106	0.8848507	0.9124649	0.92509604	0.7611649	0.8445966	0.9282684	0.95131165	0.88000965	0.80073905	0.7053341	0.72590274	0.9120228	0.72050095	0.7572386	0.96206903	0.76279515	0.7982348	0.8006149	0.8898784	0.72000855	0.8361371	0.98024845	0.7404221	0.93720055	0.84756815	0.7886063	0.85567266	0.86045974	0.90530956	0.8214789	0.81238574	0.9631776	0.6806634	0.63144994	0.58332336	0.75257087	0.46727967	0.7925342	0.91768676	0.8510148	0.7111623	0.7222794	0.8534168	0.8825424	0.45255452	0.7496711	0.95255506	0.934739	0.79685926	0.89431703	0.781724	0.73345745	0.7504045	0.7468221	0.9654993	0.9051185	0.48926497	0.76794684	0.75979465	0.76823485	0.82899725	0.89324063	0.83898515	0.84089124	0.85636383	0.9305445	0.8198597	0.8289145	0.8751682	0.43951452	0.86261916	0.8876245	0.77046806	0.9289508	0.7860646
brief/noun	0.8819549	0.7099929	0.8979287	0.90954435	0.69825286	0.7419257	0.7453094	0.91581595	0.9382859	0.7013037	0.7608658	0.77212304	0.62057745	0.62954426	0.71858215	0.63352656	0.5237766	0.53481597	0.6630571	0.89673555	0.74878025	0.9789314	0.8460885	0.5906366	0.7712903	0.7589381	0.85724443	0.65622437	0.84779626	0.57151616	0.6893997	0.89602363	0.8143909	0.5738646	0.8725853	0.61127853	0.8867948	0.84631056	0.68261373	0.6237398	0.821669	0.72486794	0.8452854	0.84455633	0.83256155	0.6117458	0.79222083	0.7777961	0.6699612	0.70801544	0.8141222	0.6890466	0.90078986	0.90468967	0.73734677	0.8323858	0.8719895	0.943783	0.5500368	0.0	0.7934498	0.7737597	0.8946758	0.89680064	0.51833165	0.82532096	0.71375924	0.9240519	0.74734414	0.685363	0.85228693	0.8636599	0.7696141	0.50531805	0.7985245	0.83682674	0.3842913	0.82488734	0.80240834	0.95809406	0.8415596	0.7779824	0.6785766	0.8917678	0.73142815	0.8619285	0.8259887	0.88571477	0.6196835	0.8448374	0.772367	0.694607	0.792716	0.89256036	0.8094124	0.7122029	0.77365434	0.7200042	0.7478293	0.87080806	0.89692956	0.7409127	0.8627075	0.8113135	0.87719077	0.91049075	0.78066397	0.5649263	0.71860886	0.8042137	0.81700563	0.7095653	0.95689154	0.6640869	0.8162633	0.7760285	0.8710455	0.75391173	0.7163402	0.98647004	0.64335775	0.74846095	0.7746837	0.7280846	0.81768525	0.852361	0.9200913	0.82840115	0.85970265	0.9071681	0.5770049	0.613994	0.5629871	0.7009165	0.41000533	0.73913217	0.75510687	0.81455004	0.703437	0.6799605	0.7764144	0.7775717	0.7678005	0.5700737	0.9361892	0.88955945	0.7602456	0.797727	0.61562943	0.62669194	0.8006566	0.70422566	0.9514436	0.90219176	0.82214594	0.751797	0.8175149	0.7083776	0.80238974	0.8920404	0.8647449	0.8030292	0.8436285	0.9494806	0.84191775	0.80548894	0.8363155	0.5547319	0.8761758	0.9074143	0.84718174	0.96680886	0.58768696
